Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
RPAI,"Retail Properties of America",7.46,0.13,+1.77%,7.22,7.5,7.09,1377707,"11:21 ET"
RPM,"RPM International Inc",74.61,0.73999999999999,+1.00%,73.85,74.61,73.69,50108,"11:21 ET"
RRC,"Range Resources Corp",5.48,-0.05,-0.90%,5.54,5.54,5.27,1179503,"11:22 ET"
RS,"Reliance Steel & Aluminum Company",94.54,1.65,+1.78%,92.39,94.54,92.39,33466,"11:21 ET"
RSG,"Republic Services",81.46,0.36999999999999,+0.46%,80.62,81.54,80.51,207793,"11:22 ET"
RTX,"Raytheon Technologies Corp.",60.89,-1.03,-1.66%,61.05,61.75,60.08,2457103,"11:22 ET"
RYN,"Rayonier Inc REIT",24.85,0.45,+1.84%,24.4,24.85,24.4,150091,"11:21 ET"
SABR,"Sabre Corp",8.14,0.2,+2.52%,7.84,8.2,7.75,1635227,"11:21 ET"
SAGE,"Sage Therapeutic Com",41.92,0.15,+0.36%,41.7,42.02,41.1,125953,"11:21 ET"
SATS,"Echostar Corp",27.57,-0.38,-1.36%,27.89,28.08,27.2,32623,"11:20 ET"
SBAC,"SBA Communications",296.17,6.99,+2.42%,289.68,298.11,289.56,130256,"11:19 ET"
SBGI,"Sinclair Brdcst A",18.29,0.57,+3.22%,17.61,18.41,17.35,320305,"11:21 ET"
SBNY,"Signature Bank",106.43,1.72,+1.64%,103.56,106.5,103.22,56428,"11:20 ET"
SBUX,"Starbucks Corp",73.66,0.17999999999999,+0.24%,73.58,73.88,73.11,1913139,"11:22 ET"
SC,"Santander Consumer USA Holdings",18.51,-0.34,-1.80%,18.79,18.94,18.5,301820,"11:21 ET"
SCCO,"Southern Peru Copper Corp",39.62,1.25,+3.26%,38.27,39.65,38.09,214068,"11:21 ET"
SCHW,"The Charles Schwab Corp",33.38,0.63,+1.92%,32.6,33.48,32.53,4089625,"11:22 ET"
SCI,"Service Corp International",39.22,0.73,+1.90%,38.39,39.24,38.34,255915,"11:20 ET"
SEB,"Seaboard Corp",2995,-5.75,-0.19%,3033,3033,2975.01,63,"11:10 ET"
SEE,"Sealed Air Corp",32.58,0.1,+0.31%,32.29,32.65,31.93,128211,"11:21 ET"
SEIC,"Sei Investments Company",54.19,1.14,+2.15%,52.87,54.2,52.87,89238,"11:21 ET"
SERV,"Servicemaster Global Holdings",35.95,0.050000000000004,+0.14%,35.69,35.98,35.35,228918,"11:21 ET"
SFM,"Sprouts Farmers Mark",25.68,-0.23,-0.89%,26,26.2,25.63,534611,"11:21 ET"
SGEN,"Seattle Genetics Inc",165.39,1.02,+0.62%,167.5,171.06,164.09,578585,"11:21 ET"
SHW,"Sherwin-Williams Company",572.1,6.1,+1.08%,567.6,572.79,563.72,57828,"11:21 ET"
SIRI,"Sirius XM Holdings",5.83,0.13,+2.28%,5.69,5.84,5.65,10702810,"11:21 ET"
SITC,"Site Centers Corp",8.1,0.049999999999999,+0.62%,7.98,8.14,7.79,1754598,"11:22 ET"
SIVB,"Svb Financial Group",212.7,5.81,+2.81%,206.88,213,205.63,117286,"11:21 ET"
SIX,"Six Flags Entertainment Corp",19.3,-0.09,-0.46%,19.2,19.38,18.58,629185,"11:21 ET"
SJM,"J.M. Smucker Company",105.26,0.18000000000001,+0.17%,105.75,106.11,104.9,172076,"11:22 ET"
SKX,"Skechers U.S.A.",31.31,0.44,+1.43%,30.66,31.38,30.13,591288,"11:21 ET"
SLB,"Schlumberger N.V.",18.14,0.13,+0.72%,17.78,18.18,17.59,4206629,"11:22 ET"
SLG,"SL Green Realty Corp",49.81,-0.27,-0.54%,49.77,50.44,48.81,338562,"11:21 ET"
SLGN,"Silgan Holdings",32.18,0.41,+1.29%,31.8,32.19,31.72,52271,"11:20 ET"
SLM,"SLM Corp",7.07,0.12,+1.73%,6.91,7.09,6.86,1174335,"11:20 ET"
SMAR,"Smartsheet Inc Cl A",50.84,1.05,+2.11%,49.98,50.84,49.53,195824,"11:21 ET"
SMG,"Scotts Miracle-Gro Company",132.71,2.59,+1.99%,129.9,132.75,129.21,58851,"11:21 ET"
SNA,"Snap-On Inc",138.11,2.01,+1.48%,135.5,138.16,135.5,57445,"11:20 ET"
SNDR,"Schneider National Inc",24.27,0.14,+0.58%,24.07,24.33,24.05,65833,"11:18 ET"
SNPS,"Synopsys Inc",192.51,2.79,+1.47%,188.83,192.71,188.36,144558,"11:20 ET"
SNV,"Synovus Financial Corp",20.35,0.27,+1.34%,19.96,20.61,19.84,245433,"11:20 ET"
SNX,"Synnex Corp",117.43,-0.44,-0.37%,116.12,118,114.54,157894,"11:22 ET"
SO,"Southern Company",51.92,0.36,+0.70%,51.65,51.97,51.41,587099,"11:21 ET"
SON,"Sonoco Products Company",52.19,0.34999999999999,+0.68%,51.53,52.21,51.32,41358,"11:21 ET"
SPB,"Spectrum Brands Holdings Inc",45.31,-0.34999999999999,-0.77%,45.47,45.61,44.43,68401,"11:22 ET"
SPG,"Simon Property Group",69.23,1.1,+1.61%,71.36,73.2,67.75,5137506,"11:21 ET"
SPGI,"S&P Global Inc",324.71,3.42,+1.06%,321.61,324.84,320.42,164679,"11:21 ET"
SPLK,"Splunk Inc",197.46,2.96,+1.52%,194.92,197.58,192.67,358100,"11:22 ET"
SPOT,"Spotify Technology S.A.",259.63,-5.51,-2.08%,263.34,265.78,257.29,985837,"11:22 ET"
SPR,"Spirit Aerosystems Holdings",24.06,-2.12,-8.10%,24.99,25.49,23.55,3739248,"11:21 ET"
SQ,Square,104.13,0.44999999999999,+0.43%,103.5,104.44,102.89,2519070,"11:22 ET"
SRC,"Spirit Realty Capital Inc",34.88,0.23,+0.66%,34.75,35.15,34.44,294236,"11:21 ET"
SRCL,"Stericycle Inc",55.35,0.090000000000003,+0.16%,55.09,55.55,54.66,57467,"11:21 ET"
SRE,"Sempra Energy",117.61,-0.51000000000001,-0.43%,118.17,118.34,116.33,162037,"11:20 ET"
SRPT,"Sarepta Therapeutics",158.78,-3.93,-2.42%,160.45,161,158.09,200301,"11:20 ET"
SSNC,"SS&C Technologies",55.49,0.1,+0.18%,55.07,55.6,54.75,226514,"11:21 ET"
ST,"Sensata Technologies Holding N.V.",36.85,0.26,+0.71%,36.44,36.95,36.09,126754,"11:20 ET"
STAY,"Extended Stay America Inc",11.2,-0.020000000000001,-0.18%,11.2,11.22,11.01,466272,"11:21 ET"
STE,"Steris Corp",151.14,1.46,+0.98%,149.45,151.14,149.45,62193,"11:21 ET"
STL,"Sterling Bancorp",11.66,0.24,+2.10%,11.26,11.66,11.25,775911,"11:21 ET"
STLD,"Steel Dynamics Inc",26.31,0.57,+2.21%,25.7,26.36,25.54,287137,"11:21 ET"
STOR,"Store Capital Corpstore Capital",24.08,0.13,+0.54%,23.86,24.16,23.38,716529,"11:22 ET"
STT,"State Street Corp",62.97,1.41,+2.29%,60.73,63,60.73,308628,"11:22 ET"
STWD,"Starwood Property Trust",14.95,0.049999999999999,+0.34%,14.82,14.95,14.55,954385,"11:22 ET"
STZ,"Constellation Brands Inc",174.18,0.010000000000019,+0.01%,174.79,175.11,172.29,193781,"11:20 ET"
SUI,"Sun Communities",137.1,2.66,+1.98%,135.04,137.15,134.42,72204,"11:22 ET"
SVC,"Service Properties Trust",7.43,0.069999999999999,+0.95%,7.26,7.57,7.18,638011,"11:19 ET"
SWCH,"Switch Inc",17.59,-0.13,-0.73%,17.76,17.86,17.42,216853,"11:19 ET"
SWI,"Solarwinds Corp",17.67,-0.48,-2.64%,18.06,18.09,17.5,269616,"11:20 ET"
SWK,"Stanley Black & Decker Inc",138.75,2.63,+1.93%,135.44,139.1,135.26,194447,"11:21 ET"
SWKS,"Skyworks Solutions",128.3,2.3,+1.83%,125.94,128.39,125.42,498066,"11:22 ET"
SYF,"Synchrony Financial",22.1,0.15,+0.68%,21.77,22.16,21.61,1166761,"11:22 ET"
SYK,"Stryker Corp",179.41,1.89,+1.06%,176.86,179.41,175.41,277346,"11:21 ET"
SYY,"Sysco Corp",55.17,0.75,+1.38%,54,55.17,53.51,1159456,"11:22 ET"
T,"AT&T Inc",30.09,0.18,+0.60%,30.01,30.11,29.71,8674168,"11:22 ET"
TAP,"Molson Coors Brewing Company",34.63,-0.79,-2.23%,35.43,35.52,34.63,667846,"11:22 ET"
TCBI,"Texas Capital Bncsh",30.24,1.24,+4.28%,28.92,30.37,28.74,71831,"11:21 ET"
TCF,"TCF Financial Corp",29.22,0.67,+2.35%,28.17,29.3,27.79,84961,"11:22 ET"
TCO,"Taubman Centers",38.51,0.009999999999998,+0.03%,38.5,39.15,38.25,306074,"11:17 ET"
TDC,"Teradata Corp",21.1,0.16,+0.76%,20.88,21.1,20.78,88944,"11:19 ET"
TDG,"Transdigm Group Inc",442.61,-1.15,-0.26%,438.63,444.33,431.05,100616,"11:21 ET"
TDS,"Telephone and Data Systems",19.93,0.07,+0.35%,19.97,20.08,19.81,180910,"11:22 ET"
TDY,"Teledyne Technologies Inc",308.88,4.1,+1.35%,302.82,308.88,302.35,36406,"11:21 ET"
TEAM,"Atlassian Cls A Ord",179.14,4.01,+2.29%,176.04,179.14,175.09,212796,"11:21 ET"
TECH,"Bio-Techne Cp",256.39,2.58,+1.02%,255.69,257.38,247.51,21964,"11:10 ET"
TER,"Teradyne Inc",84.22,1.39,+1.68%,83.61,84.6,82.16,534005,"11:22 ET"
TFC,"Truist Financial Corp.",37.31,0.57,+1.55%,36.33,37.4,36.33,1426046,"11:22 ET"
TFSL,"Tfs Financial Corp",14.31,0.11,+0.77%,14.08,14.4,14.08,38471,"11:18 ET"
TFX,"Teleflex Inc",358.52,3.08,+0.87%,355.95,359.08,355.85,22796,"11:18 ET"
TGT,"Target Corp",119.75,1.18,+1.00%,118.88,119.75,118.27,667854,"11:21 ET"
THG,"The Hanover Insurance Group",101.82,1.8,+1.80%,100.11,102.6,99.57,47384,"11:21 ET"
THO,"Thor Industries",107.25,0.27,+0.25%,106.37,107.87,105.67,176073,"11:21 ET"
THS,"Treehouse Foods",43.34,0.99,+2.34%,42.6,43.58,42.44,130667,"11:20 ET"
TIF,"Tiffany & Company",121.44,1.13,+0.94%,120.99,122.01,120.32,690968,"11:22 ET"
TJX,"TJX Companies",50.42,-0.35,-0.69%,50.32,50.72,49.77,1400112,"11:22 ET"
TKR,"Timken Company",45.61,0.21,+0.46%,45.18,45.7,44.99,144571,"11:21 ET"
TMO,"Thermo Fisher Scientific Inc",358.75,7.95,+2.27%,350.46,358.83,348,299133,"11:21 ET"
TMUS,"T-Mobile US",105.38,-0.58,-0.55%,105.9,106.3,104.58,1442214,"11:22 ET"
TOL,"Toll Brothers Inc",31.99,0.59,+1.88%,31.85,32.04,31.21,611412,"11:21 ET"
TPR,"Tapestry Inc",13.41,0.06,+0.45%,13.2,13.52,12.97,1208459,"11:22 ET"
TPX,"Tempur-Pedic International Inc",72.85,0.75,+1.04%,72.14,73.06,71.41,78618,"11:17 ET"
TREE,"Lendingtree Inc",284.74,11.99,+4.40%,272.75,284.74,272.42,20806,"11:22 ET"
TRGP,"Targa Resources",19.2,0.42,+2.24%,18.57,19.23,18.41,468703,"11:19 ET"
TRIP,"Tripadvisor Inc",18.93,-0.13,-0.68%,18.73,19.07,18.47,632698,"11:21 ET"
TRMB,"Trimble Navigation",43.22,0.58,+1.36%,42.57,43.31,42.4,75373,"11:22 ET"
TRN,"Trinity Industries",21.26,0.21,+1.00%,20.9,21.36,20.69,93363,"11:21 ET"
TROW,"T Rowe Price Group",123.14,2.32,+1.92%,120.94,123.14,120.17,174644,"11:21 ET"
TRU,Transunion,85.91,1.7,+2.02%,84.19,86.03,84.19,140586,"11:21 ET"
TRV,"The Travelers Companies Inc",114.25,1.35,+1.20%,112.47,114.29,112.1,188092,"11:21 ET"
TSCO,"Tractor Supply Company",131.29,-0.32000000000002,-0.24%,132.43,132.79,130.76,174453,"11:21 ET"
TSLA,"Tesla Inc",1057.81,48.46,+4.80%,1006.5,1058.64,1003.73,5635681,"11:22 ET"
TSN,"Tyson Foods",60.13,0.87,+1.47%,59.16,60.35,58.79,397791,"11:21 ET"
TT,"Trane Technologies Plc",89.1,-0.090000000000003,-0.10%,88.55,89.39,88.02,212759,"11:21 ET"
TTC,"Toro Company",65.96,-0.34,-0.51%,65.89,66.36,65.5,138705,"11:20 ET"
TTD,"Trade Desk Inc",413.81,7.66,+1.89%,407.4,414.43,404.18,492570,"11:22 ET"
TTWO,"Take-Two Interacti",139.15,1.36,+0.99%,138.37,140.34,138,345097,"11:21 ET"
TWLO,Twilio,215.31,4.32,+2.05%,211.08,216,208.95,634965,"11:21 ET"
TWO,"Two Harbors Investments Corp",5.18,-0.04,-0.77%,5.13,5.2,5.02,1720427,"11:22 ET"
TWOU,"2U Inc",38.38,1.5,+4.07%,37.19,38.38,37.04,137893,"11:22 ET"
TWTR,"Twitter Inc",29.45,-0.039999999999999,-0.14%,29.63,29.85,29.02,5568340,"11:22 ET"
TXN,"Texas Instruments",127.15,2.38,+1.91%,124.4,127.38,124.1,822495,"11:21 ET"
TXT,"Textron Inc",33.33,-0.039999999999999,-0.12%,33.01,33.41,32.54,165044,"11:22 ET"
TYL,"Tyler Technologies",343.98,4.12,+1.21%,339.11,343.98,337.5,41468,"11:20 ET"
UA,"Under Armour Inc Cl C",8.71,-0.17,-1.91%,8.84,8.88,8.53,1539149,"11:21 ET"
UAA,"Under Armour",9.65,-0.18,-1.83%,9.78,9.84,9.46,2023186,"11:22 ET"
UAL,"United Continental Holdings",34.77,-0.5,-1.42%,34.6,35.29,33.23,23151283,"11:22 ET"
UBER,"Uber Technologies Inc",30.96,1.33,+4.49%,30.83,31.13,30.13,7504725,"11:22 ET"
UDR,"United Dominion Realty Trust",37.39,0.6,+1.63%,36.89,37.51,36.74,249267,"11:22 ET"
UFS,"Domtar Corp",21.14,0.039999999999999,+0.19%,20.92,21.3,20.92,115502,"11:21 ET"
UGI,"Ugi Corp",32.01,0.39,+1.23%,31.58,32.1,31.36,231326,"11:21 ET"
UHAL,"A M E R C O",300.87,-0.98000000000002,-0.32%,299.19,303.45,298.11,8486,"11:18 ET"
UHS,"Universal Health Services",92.07,-0.2,-0.22%,91.57,92.15,89.23,161743,"11:20 ET"
UI,"Ubiquiti Networks",172.67,1.39,+0.81%,170.21,172.67,168.62,13396,"11:07 ET"
ULTA,"Ulta Beauty Inc",202.68,4.05,+2.04%,198.5,204.15,196.1,426523,"11:21 ET"
UMPQ,"Umpqua Holdings Corp",10.69,0.25,+2.39%,10.33,10.7,10.27,267977,"11:22 ET"
UNH,"Unitedhealth Group Inc",291.08,1.32,+0.46%,288.57,291.12,287.66,537260,"11:22 ET"
UNM,"Unumprovident Corp",16.44,0.35,+2.18%,15.84,16.45,15.8,702170,"11:22 ET"
UNP,"Union Pacific Corp",166.79,1.28,+0.77%,164.58,166.83,164.14,706208,"11:22 ET"
UNVR,"Univar Inc",16.51,-0.059999999999999,-0.36%,16.44,16.6,16.18,529884,"11:21 ET"
UPS,"United Parcel Service",110.18,0.7,+0.64%,109.51,110.18,108.62,510061,"11:22 ET"
URBN,"Urban Outfitters Inc",15.06,0.030000000000001,+0.20%,14.82,15.1,14.49,764860,"11:21 ET"
URI,"United Rentals",149.11,1.39,+0.94%,147.07,149.6,146,188331,"11:20 ET"
USB,"U.S. Bancorp",36.83,0.48,+1.32%,35.92,36.87,35.8,1132189,"11:21 ET"
USFD,"US Foods Holding",20.2,0.22,+1.10%,19.71,20.2,19.43,491124,"11:21 ET"
USM,"United States Cellular Corp",30.96,0.21,+0.68%,31.09,31.16,30.78,17048,"11:10 ET"
UTHR,"United Therapeutic",120.86,0.90000000000001,+0.75%,120.09,121.44,118.6,50168,"11:20 ET"
V,"Visa Inc",191.6,0.22,+0.11%,191.49,191.94,190.18,1408336,"11:22 ET"
VAR,"Varian Medical Systems",121.45,1.03,+0.86%,120.16,121.53,119.24,117430,"11:21 ET"
VEEV,"Veeva Systems Inc",234.43,4.24,+1.84%,231.32,234.5,229.8,233571,"11:21 ET"
VER,"Vereit Inc",6.51,0.02,+0.31%,6.52,6.55,6.39,1823000,"11:21 ET"
VFC,"V.F. Corp",60.65,0.29,+0.48%,59.92,60.65,59.1,349522,"11:21 ET"
VIAC,"Viacomcbs Inc. Cl B",23.34,0.29,+1.26%,23.24,23.46,22.53,3686755,"11:22 ET"
VIACA,"Viacomcbs Inc. Cl A",25.65,0.079999999999998,+0.31%,25.48,25.76,24.93,21220,"11:17 ET"
VICI,"Vici Properties Inc",19.97,-0.030000000000001,-0.15%,19.99,20.3,19.83,667056,"11:21 ET"
VIRT,"Virtu Financial Cm A",23.36,-0.07,-0.30%,23.53,23.84,23.35,181884,"11:21 ET"
VLO,"Valero Energy Corp",57.32,0.37,+0.65%,56.34,57.4,55.77,1157962,"11:21 ET"
VMC,"Vulcan Materials Company",115.4,-0.61999999999999,-0.53%,115.92,116.2,113.91,266233,"11:18 ET"
VMI,"Valmont Industries",113.78,2.69,+2.42%,110.57,113.91,110.57,18569,"11:20 ET"
VMW,"Vmware Inc",155.2,4.21,+2.79%,152.07,155.2,150.79,499911,"11:21 ET"
VNO,"Vornado Realty Trust",38.68,0.1,+0.26%,38.44,38.95,37.59,335176,"11:21 ET"
VOYA,"VOYA Financial Inc",46.43,0.81,+1.78%,45.62,46.45,45.53,175956,"11:21 ET"
VRSK,"Verisk Analytics Inc",168.04,3.7,+2.25%,164.08,168.26,162.92,182463,"11:18 ET"
VRSN,"Verisign Inc",205.21,1.11,+0.54%,203.39,205.25,203.32,58295,"11:17 ET"
VRTX,"Vertex Pharmaceutic",286.04,0.86000000000001,+0.30%,287.68,289.14,283,455281,"11:21 ET"
VSAT,"Viasat Inc",38.22,-1.11,-2.82%,39,39.33,37.43,138553,"11:21 ET"
VST,"Vistra Energy Corp",18.69,-0.049999999999997,-0.27%,18.6,18.72,18.32,729662,"11:22 ET"
VTR,"Ventas Inc",36.79,0.089999999999996,+0.25%,36.27,36.9,35.44,511320,"11:21 ET"
VVV,"Valvoline Inc",19.24,-0.26,-1.33%,19.37,19.47,18.98,504723,"11:21 ET"
VZ,"Verizon Communications Inc",54.94,0.25,+0.46%,54.92,55.16,54.36,4005305,"11:22 ET"
W,"Wayfair Inc",198.25,-1.98,-0.99%,201.33,202.01,196.05,340173,"11:21 ET"
WAB,"Wabtec Corp",57.24,-0.11,-0.19%,56.93,57.54,56.33,329630,"11:22 ET"
WAL,"Western Alliance Bancorp",37.43,0.81,+2.21%,36.54,37.74,36.51,106508,"11:22 ET"
WAT,"Waters Corp",180.87,4.25,+2.41%,176.59,181.51,176.44,252124,"11:22 ET"
WBA,"Walgreens Boots Alliance",42.27,-0.049999999999997,-0.12%,42.12,42.39,41.84,895466,"11:22 ET"
WBS,"Webster Financial Corp",28.52,0.71,+2.55%,27.39,28.54,27.39,68669,"11:18 ET"
WCC,"Wesco International",35.03,0.22,+0.63%,34.66,35.21,33.92,229985,"11:21 ET"
WDAY,"Workday Inc",187.65,1.47,+0.79%,186.18,188.28,185.02,376695,"11:22 ET"
WDC,"Western Digital Cp",44.12,2.13,+5.07%,43.22,44.32,42.82,2652671,"11:22 ET"
WEC,"Wisconsin Energy Corp",87.66,0.69,+0.79%,87.08,87.86,86.91,193389,"11:21 ET"
WELL,"Welltower Inc",52.33,1.07,+2.09%,51.37,52.43,50.7,518972,"11:21 ET"
WEN,"Wendys Company",21.75,0.09,+0.42%,21.62,21.82,21.41,976080,"11:22 ET"
WEX,"Wex Inc",162.94,0.28,+0.17%,161.45,163.38,158.78,139918,"11:20 ET"
WFC,"Wells Fargo & Company",25.71,0.010000000000002,+0.04%,25.21,25.87,25.17,13982997,"11:22 ET"
WH,"Wyndham Hotels & Resorts Inc",42.02,-0.29,-0.69%,41.83,42.03,40.77,138853,"11:17 ET"
WHR,"Whirlpool Corp",129.19,2.04,+1.60%,126.45,129.34,126.38,69424,"11:21 ET"
WLK,"Westlake Chemical Corp",53.8,-0.27,-0.50%,53.41,54.28,52.85,133918,"11:21 ET"
WLTW,"Willis Towers WT",196.14,3.21,+1.66%,191.6,197.02,191.07,102088,"11:21 ET"
WM,"Waste Management",105.25,1.69,+1.63%,103.53,105.25,103,300941,"11:22 ET"
WMB,"Williams Companies",18.49,0.12,+0.65%,18.24,18.49,18.04,1958402,"11:21 ET"
WMT,"Wal-Mart Stores",119.66,0.59999999999999,+0.50%,119.22,119.93,119.08,1181308,"11:22 ET"
WPC,"W.P. Carey & Co. Llc",68.13,1.26,+1.88%,67.14,68.25,66.73,115946,"11:21 ET"
WPX,"Wpx Energy Inc",6.27,-0.03,-0.48%,6.21,6.31,6.09,1590176,"11:21 ET"
WRB,"W.R. Berkley Corp",57.1,0.62,+1.10%,56.18,57.16,56.18,126008,"11:21 ET"
WRI,"Weingarten Realty Investors",19.27,0.27,+1.42%,18.99,19.32,18.7,137798,"11:22 ET"
WRK,"Westrock Company",27.95,0.2,+0.72%,27.49,27.96,27.07,298428,"11:22 ET"
WSM,Williams-Sonoma,81.86,-0.13,-0.16%,81.52,82.27,80.52,258454,"11:21 ET"
WSO,"Watsco Inc",177.76,3.49,+2.00%,174.17,177.76,174.17,23322,"11:20 ET"
WST,"West Pharmaceutical Services",222.99,2.86,+1.30%,220.38,223,218.87,117792,"11:21 ET"
WTFC,"Wintrust Finl Corp",43.58,0.7,+1.63%,42.57,43.72,40.74,62130,"11:21 ET"
WTM,"White Mountains Insurance Group",884.05,3.05,+0.35%,884.05,884.05,877.11,1662,"10:53 ET"
WTRG,"Essential Utilities Inc.",42.01,0.34,+0.82%,41.71,42.12,41.7,88671,"11:21 ET"
WU,"Western Union Company",21.56,0.26,+1.22%,21.26,21.57,21.16,725047,"11:20 ET"
WWD,"Woodward Inc",77.7,-0.63,-0.80%,77.35,78.3,76.53,77367,"11:18 ET"
WWE,"World Wrestling Entertainment",43.23,-0.36000000000001,-0.83%,43.62,43.83,42.91,99547,"11:22 ET"
WY,"Weyerhaeuser Company",22.47,0.29,+1.31%,22.21,22.51,21.85,639421,"11:22 ET"
WYND,"Wyndham Destinations Inc",28.16,0.55,+1.99%,27,28.24,26.94,236010,"11:21 ET"
WYNN,"Wynn Resorts Ltd",73.86,-0.36,-0.49%,73.57,74.55,72.12,1708432,"11:22 ET"
X,"United States Steel Corp",7.26,-0.02,-0.27%,7.24,7.29,7.07,4854806,"11:21 ET"
XEC,"Cimarex Energy Company",27,-0.059999999999999,-0.22%,26.74,27.16,26.41,107392,"11:21 ET"
XEL,"XCEL Energy Inc",63.08,0.62,+0.99%,62.66,63.16,62.43,603622,"11:22 ET"
XLNX,"Xilinx Inc",98.6,6.64,+7.22%,95.68,99.14,94.21,3920215,"11:22 ET"
XOM,"Exxon Mobil Corp",43.66,-0.66,-1.49%,43.43,44.26,43.16,6039178,"11:22 ET"
XPO,"Xpo Logistics Inc",76.56,1.26,+1.67%,75.2,76.62,74.74,115626,"11:21 ET"
XRAY,"Dentsply Sirona Inc",44.09,0.18000000000001,+0.41%,43.96,44.26,43.55,231881,"11:21 ET"
XRX,"Xerox Corp",15.51,0.21,+1.37%,15.28,15.6,15.13,613731,"11:21 ET"
XYL,"Xylem Inc",64.84,0.58,+0.90%,63.95,65,63.92,148613,"11:21 ET"
Y,"Alleghany Corp",494.76,8.32,+1.71%,490.84,494.76,486.18,5712,"11:19 ET"
YUM,"Yum! Brands",86.73,-0.25,-0.29%,85.91,86.94,85.54,368540,"11:21 ET"
YUMC,"Yum China Holdings Inc",48.11,-0.86,-1.76%,49,49.15,47.93,663341,"11:21 ET"
Z,"Zillow Group Cl C",57.18,0.060000000000002,+0.11%,57,57.78,55.94,599299,"11:22 ET"
ZBH,"Zimmer Biomet Holdings",119,2.1,+1.80%,116.7,119,115.97,348071,"11:21 ET"
ZBRA,"Zebra Technologies",255.55,3.5,+1.39%,252.75,256.02,251.55,71482,"11:19 ET"
ZEN,"Zendesk Inc",86.41,0.060000000000002,+0.07%,86.46,87.27,85.72,297761,"11:21 ET"
ZG,"Zillow Grp Inc Cl A",56.89,0.18,+0.32%,56.69,57.5,55.86,188213,"11:21 ET"
ZION,"Zions Bancorp",33.84,0.79000000000001,+2.39%,33.01,33.85,32.81,336002,"11:21 ET"
ZNGA,"Zynga Inc Cl A",9.6,0.039999999999999,+0.42%,9.56,9.7,9.48,4346549,"11:21 ET"
ZS,"Zscaler Inc",108.3,2.91,+2.76%,106.24,108.32,105.5,693355,"11:22 ET"
ZTS,"Zoetis Inc Cl A",134.98,3,+2.27%,132.1,134.98,131.98,319553,"11:21 ET"
