Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
TIGO,"Millicom International Cellular S.A.",26.15,0.44,+1.71%,25.67,26.15,25.65,31188,"11:21 ET"
TILE,"Interface Inc",8.09,0.02,+0.25%,8.04,8.23,7.89,185357,"11:25 ET"
TLND,"Talend S.A.",34.23,-0.40000000000001,-1.16%,34.62,34.76,33.87,24792,"11:16 ET"
TLRY,"Tilray Inc",7.26,-0.45,-5.84%,7.74,7.74,7.23,2231037,"11:25 ET"
TMUS,"T-Mobile US",105.37,-0.58999999999999,-0.56%,105.9,106.3,104.58,1473119,"11:25 ET"
TNDM,"Tandem Diabetes Care",88.42,0.61,+0.69%,88.13,88.92,87,125271,"11:25 ET"
TORC,"Restorbio Inc",2.13,-0.0099999999999998,-0.47%,2.11,2.14,2.06,176711,"11:24 ET"
TOWN,"Towne Bank",19.02,0.49,+2.64%,18.42,19.02,18.42,37007,"11:25 ET"
TPIC,"Tpi Composites Inc",23.62,0.14,+0.60%,23.6,23.67,23.03,90187,"11:24 ET"
TPTX,"Turning Point Therapeutics Inc",65.2,1.24,+1.94%,63.48,65.2,62.51,92009,"11:20 ET"
TREE,"Lendingtree Inc",284.86,12.11,+4.44%,272.75,284.92,272.42,21707,"11:24 ET"
TRHC,"Tabula Rasa Healthcare Inc",55.5,1.82,+3.39%,53.48,55.88,52.95,43043,"11:21 ET"
TRIP,"Tripadvisor Inc",18.93,-0.13,-0.68%,18.73,19.07,18.47,645836,"11:25 ET"
TRMB,"Trimble Navigation",43.15,0.51,+1.20%,42.57,43.31,42.4,76812,"11:25 ET"
TRMK,"Trustmark Corp",24.49,0.51,+2.13%,23.88,24.66,23.7,67799,"11:24 ET"
TROW,"T Rowe Price Group",123.15,2.33,+1.93%,120.94,123.16,120.17,175829,"11:25 ET"
TRS,"Trimas Corp",24.08,0.27,+1.13%,23.66,24.39,23.57,14506,"11:22 ET"
TRST,"Trustco Bank Corp NY",6.32,0.11,+1.77%,6.17,6.33,6.16,105157,"11:23 ET"
TRUP,"Trupanion Inc",42.09,-0.2,-0.47%,42.04,42.63,41.1,40049,"11:23 ET"
TSCO,"Tractor Supply Company",131.01,-0.60000000000002,-0.46%,132.43,132.79,130.76,179977,"11:25 ET"
TSEM,"Tower Semiconductor",19.07,0.33,+1.76%,18.74,19.18,18.71,122318,"11:08 ET"
TSLA,"Tesla Inc",1061.33,51.98,+5.15%,1006.5,1061.33,1003.73,5771543,"11:25 ET"
TTD,"Trade Desk Inc",412.86,6.71,+1.65%,407.4,414.43,404.18,499063,"11:24 ET"
TTEC,"Teletech Hlds",45.72,1.17,+2.63%,44.75,45.79,44.4,13179,"11:20 ET"
TTEK,"Tetra Tech Inc",79.47,1.04,+1.33%,78.26,79.47,77.61,57899,"11:23 ET"
TTMI,"TTM Technologies",11.77,0.28,+2.44%,11.44,11.77,11.41,152161,"11:24 ET"
TTOO,"T2 Biosystems CS",1.27,-0.04,-3.05%,1.3,1.3,1.23,2165897,"11:20 ET"
TTPH,"Tetraphase Pharmaceu",2.54,-0.04,-1.55%,2.53,2.58,2.52,46974,"11:17 ET"
TTWO,"Take-Two Interacti",139.11,1.32,+0.96%,138.37,140.34,138,351057,"11:25 ET"
TW,"Tradeweb Markets Inc",58.88,-0.26,-0.44%,59.17,59.36,58.47,269056,"11:22 ET"
TWNK,"Hostess Brands Inc",12.21,-0.039999999999999,-0.33%,12.2,12.32,12.12,115523,"11:25 ET"
TWOU,"2U Inc",38.3,1.42,+3.85%,37.19,38.4,37.04,143366,"11:24 ET"
TWST,"Twist Bioscience Corp",44.87,2.86,+6.81%,42.08,44.87,42.08,114956,"11:24 ET"
TXG,"10X Genomics Inc",86.46,1.81,+2.14%,84.65,86.65,83.78,77077,"11:23 ET"
TXMD,"Therapeuticsmd Inc",1.195,0.015,+1.27%,1.2,1.22,1.17,658194,"11:12 ET"
TXN,"Texas Instruments",127,2.23,+1.79%,124.4,127.38,124.1,829609,"11:25 ET"
TXRH,"Texas Roadhouse Inc",52.58,-0.49,-0.92%,53.39,53.61,51.62,526523,"11:25 ET"
UAL,"United Continental Holdings",34.7,-0.57,-1.62%,34.6,35.29,33.23,23674472,"11:25 ET"
UBSI,"United Bkshs Inc",27.55,0.49,+1.81%,26.81,27.68,26.78,90148,"11:24 ET"
UBX,"Unity Biotechnology Inc",8.89,0.22,+2.54%,8.67,8.89,8.58,38642,"11:22 ET"
UCBI,"United Comm Banks",20.04,0.46,+2.35%,19.56,20.13,19.47,53311,"11:23 ET"
UEIC,"Universal Elect IN",47.08,1.09,+2.37%,45.75,47.08,44.58,8610,"11:11 ET"
UFCS,"United Fire Group",27.62,0.58,+2.14%,26.86,27.76,26.83,7300,"11:23 ET"
UFPI,"Universal Forest Prd",49.73,0.94,+1.93%,48.4,49.73,47.96,37021,"11:23 ET"
UHAL,"A M E R C O",302.14,0.28999999999996,+0.10%,299.19,303.45,298.11,8760,"11:23 ET"
UIHC,"United Insurance Hld",7.8,0.16,+2.09%,7.6,7.8,7.58,5704,"11:22 ET"
ULH,"Universal Logis Hld",17.27,0.030000000000001,+0.17%,17.16,17.43,17.06,6348,"11:23 ET"
ULTA,"Ulta Beauty Inc",202.65,4.02,+2.02%,198.5,204.15,196.1,452049,"11:23 ET"
UMBF,"Ump Financial Corp",51.53,1.26,+2.51%,49.83,51.57,49.83,54724,"11:21 ET"
UMPQ,"Umpqua Holdings Corp",10.67,0.23,+2.20%,10.33,10.7,10.27,271071,"11:24 ET"
UNIT,"Uniti Group Inc",9.18,0.21,+2.34%,8.93,9.23,8.89,252935,"11:25 ET"
UPWK,"Upwork Inc",14.48,0.24,+1.69%,14.25,14.6,14.02,957606,"11:24 ET"
URBN,"Urban Outfitters Inc",15.11,0.08,+0.53%,14.82,15.11,14.49,773575,"11:25 ET"
URGN,"Urogen Pharma Ltd",25.78,0.33,+1.30%,25.52,25.87,24.99,51628,"11:21 ET"
UTHR,"United Therapeutic",120.96,1,+0.83%,120.09,121.44,118.6,50533,"11:23 ET"
UVSP,"Univest Corp of Penn",15.88,0.32,+2.06%,15.46,16,15.35,24950,"11:15 ET"
VBTX,"Veritex Holdings",17.43,0.21,+1.22%,17.07,17.53,17.05,23498,"11:20 ET"
VC,"Visteon Corp",67.3,1.86,+2.84%,65.02,67.53,64.42,28766,"11:11 ET"
VEON,"Veon Ltd",1.755,-0.015,-0.85%,1.73,1.76,1.71,1340960,"11:14 ET"
VG,"Vonage Holdings",9.85,0.11,+1.13%,9.78,9.9,9.74,348737,"11:25 ET"
VIAC,"Viacomcbs Inc. Cl B",23.29,0.24,+1.04%,23.24,23.46,22.53,3746023,"11:25 ET"
VIACA,"Viacomcbs Inc. Cl A",25.65,0.079999999999998,+0.31%,25.48,25.76,24.93,21721,"11:17 ET"
VIAV,"Viavi Solutions",12.79,0.13,+1.03%,12.64,12.8,12.55,671230,"11:24 ET"
VICR,"Vicor Cp",72.36,0.61,+0.85%,71.71,72.98,70.02,50347,"11:23 ET"
VIE,"Viela Bio Inc",42.09,-0.73999999999999,-1.73%,42.42,43.45,41.02,56222,"11:23 ET"
VIR,"Vir Biotechnology Inc",39.56,3.24,+8.92%,36.59,39.63,35.83,798660,"11:25 ET"
VIRT,"Virtu Financial Cm A",23.33,-0.1,-0.43%,23.53,23.84,23.33,185370,"11:24 ET"
VLY,"Valley National Bancorp",7.8,0.1,+1.30%,7.61,7.82,7.61,439395,"11:25 ET"
VNOM,"Viper Energy LP",10.12,-0.33,-3.16%,10.5,10.64,10.08,224547,"11:23 ET"
VOD,"Vodafone Grp Plc Ads",15.95,0.21,+1.33%,15.87,16.01,15.84,1115637,"11:25 ET"
VRCA,"Verrica Pharmaceuticals Inc",10.5,-3.57,-25.37%,11.3,11.32,10.29,150793,"11:23 ET"
VREX,"Varex Imaging Corp",15.25,0.16,+1.06%,15.13,15.3,14.94,60370,"11:23 ET"
VRNS,"Varonis Systems Inc",88.84,0.87,+0.99%,87.82,89.19,87.19,52038,"11:23 ET"
VRNT,"Verint Systems Inc",45.01,1.22,+2.79%,43.92,45.06,43.76,59545,"11:23 ET"
VRRM,"Verra Mobility Corp",10.31,-0.049999999999999,-0.48%,10.28,10.4,10.12,288262,"11:25 ET"
VRSK,"Verisk Analytics Inc",168.05,3.71,+2.26%,164.08,168.28,162.92,186625,"11:25 ET"
VRSN,"Verisign Inc",205.21,1.11,+0.54%,203.39,205.25,203.32,60394,"11:17 ET"
VRTU,"Virtusa Corp",32.22,0.56,+1.77%,31.51,32.44,31.35,108679,"11:25 ET"
VRTX,"Vertex Pharmaceutic",285.72,0.54000000000002,+0.19%,287.68,289.14,283,500650,"11:25 ET"
VSAT,"Viasat Inc",38.32,-1.01,-2.57%,39,39.33,37.43,143377,"11:22 ET"
VYGR,"Voyager Therapeut",12.45,0.24,+1.97%,12.12,12.53,12,28759,"11:23 ET"
WABC,"Westamerica Bancorp",57.48,1.5,+2.68%,55.58,57.54,55.58,15866,"11:23 ET"
WAFD,"Washington Federal",26.95,0.55,+2.08%,26.21,27.04,26.21,65841,"11:25 ET"
WASH,"Washington TR Bncorp",32.75,0.25,+0.77%,32.13,32.75,32.12,31705,"11:19 ET"
WB,"Weibo Corp Ads",33.86,0.53,+1.59%,33.18,33.86,33.02,242699,"11:25 ET"
WBA,"Walgreens Boots Alliance",42.26,-0.060000000000002,-0.14%,42.12,42.39,41.84,911023,"11:25 ET"
WDAY,"Workday Inc",187.57,1.39,+0.75%,186.18,188.28,185.02,383989,"11:25 ET"
WDC,"Western Digital Cp",43.98,1.99,+4.74%,43.22,44.32,42.82,2705365,"11:25 ET"
WDFC,"W D 40 Company",200.62,1.75,+0.88%,198.64,200.62,196.38,26080,"11:22 ET"
WEN,"Wendys Company",21.74,0.079999999999998,+0.37%,21.62,21.82,21.41,999362,"11:24 ET"
WERN,"Werner Enterprise",43.46,0.77,+1.80%,42.56,43.48,42.31,194862,"11:24 ET"
WING,"Wingstop Inc",139.75,3.29,+2.41%,136.46,139.83,136.46,151129,"11:24 ET"
WIRE,"Encore Wire Cp",48.89,0.32,+0.66%,48.35,48.94,47.96,7115,"11:23 ET"
WIX,"Wix.com Ltd",252.25,2.55,+1.02%,251.12,253.87,249.21,94742,"11:22 ET"
WLTW,"Willis Towers WT",195.97,3.04,+1.58%,191.6,197.02,191.07,103485,"11:25 ET"
WMGI,"Wright Med Grp NV",29.65,0.24,+0.82%,29.41,30,29.39,1320483,"11:24 ET"
WSBC,"Wesbanco Inc",20.43,0.59,+2.97%,19.73,20.43,19.73,52968,"11:19 ET"
WSC,"Willscot Corp",13.14,0.020000000000001,+0.15%,13.17,13.38,12.51,1278547,"11:25 ET"
WSFS,"WSFS Financial Corp",28.55,0.9,+3.25%,27.46,28.63,27.44,44246,"11:25 ET"
WTFC,"Wintrust Finl Corp",43.58,0.7,+1.63%,42.57,43.72,40.74,62716,"11:21 ET"
WTRH,"Waitr Holdings Inc",2.86,0.15,+5.54%,2.83,3.08,2.73,6963771,"11:24 ET"
WW,"Weight Watchers International Inc",25.47,0.93,+3.79%,24.55,25.6,24.42,221029,"11:25 ET"
WWD,"Woodward Inc",78.01,-0.31999999999999,-0.41%,77.35,78.3,76.53,78233,"11:22 ET"
WWR,"Westwater Resources",2.21,0.11,+5.24%,2.11,2.25,2,100479,"11:19 ET"
WYNN,"Wynn Resorts Ltd",73.81,-0.41,-0.55%,73.57,74.55,72.12,1740202,"11:25 ET"
XCUR,"Exicure Inc",2.37,-0.13,-5.20%,2.47,2.51,2.34,135973,"11:19 ET"
XEL,"XCEL Energy Inc",63.1,0.64,+1.02%,62.66,63.16,62.43,616109,"11:25 ET"
XELA,"Exela Technologies Inc",0.5748,-0.0252,-4.20%,0.61,0.653,0.5535,9934520,"11:24 ET"
XLNX,"Xilinx Inc",98.31,6.35,+6.91%,95.68,99.14,94.21,3978732,"11:25 ET"
XLRN,"Acceleron Pharma",96.25,0.099999999999994,+0.10%,92.68,96.25,92,220831,"11:22 ET"
XNCR,"Xencor Inc",32.75,0.56,+1.74%,32.16,32.82,31.66,50577,"11:23 ET"
XP,"XP Inc Cl A",43.27,-0.25,-0.57%,43.07,44,42.31,823320,"11:25 ET"
XRAY,"Dentsply Sirona Inc",44.02,0.11000000000001,+0.25%,43.96,44.26,43.55,240568,"11:25 ET"
YMAB,"Y-Mabs Therapeutics Inc",44.62,-1.05,-2.30%,45.54,45.77,43.36,114845,"11:18 ET"
YNDX,"Yandex N.V.",49.47,0.23,+0.47%,48.72,49.52,48.64,702789,"11:25 ET"
YY,"YY Inc",87.02,-1.83,-2.06%,86.25,90.96,86.03,1111421,"11:25 ET"
Z,"Zillow Group Cl C",57.24,0.12,+0.21%,57,57.78,55.94,714923,"11:25 ET"
ZBRA,"Zebra Technologies",255.55,3.5,+1.39%,252.75,256.22,251.55,73375,"11:19 ET"
ZG,"Zillow Grp Inc Cl A",56.89,0.18,+0.32%,56.69,57.5,55.86,190756,"11:21 ET"
ZGNX,"Zogenix Inc",26.74,0.63,+2.41%,25.64,26.78,25.58,309808,"11:23 ET"
ZION,"Zions Bancorp",33.8,0.75,+2.27%,33.01,33.85,32.81,339073,"11:25 ET"
ZLAB,"Zai Lab Ltd",81.57,-0.96000000000001,-1.16%,82.34,83.07,80.31,62281,"11:21 ET"
ZM,"Zoom Video Communications Cl A",254.06,5.5,+2.21%,249.87,255.06,248,2487686,"11:25 ET"
ZNGA,"Zynga Inc Cl A",9.6,0.039999999999999,+0.42%,9.56,9.7,9.48,4381158,"11:24 ET"
ZS,"Zscaler Inc",108.33,2.94,+2.79%,106.24,108.33,105.5,733184,"11:24 ET"
