Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
NTAP,"Netapp Inc",44.97,0.95,+2.16%,43.98,45.05,43.77,548935,"11:25 ET"
NTCT,"Netscout Systems",25.66,0.27,+1.06%,25.3,25.68,25.27,52148,"11:24 ET"
NTES,"Netease Inc Ads",435.2,2.56,+0.59%,434.42,437.78,430.11,167180,"11:17 ET"
NTGR,"Netgear Inc",24.91,0.48,+1.96%,24.47,25.02,24.47,58760,"11:24 ET"
NTNX,"Nutanix Inc",23.32,0.52,+2.28%,22.84,23.34,22.7,596232,"11:23 ET"
NTRA,"Natera Inc",48.97,1.27,+2.66%,48,49.65,47.65,202318,"11:24 ET"
NTRS,"Northern Trust Corp",78.5,2.2,+2.88%,76.39,78.59,76.09,249549,"11:25 ET"
NTUS,"Natus Medical Inc",21.59,0.14,+0.65%,21.44,21.73,20.75,20114,"11:24 ET"
NUAN,"Nuance Communicatns",25.53,0.18,+0.71%,25.42,25.64,25.36,378577,"11:24 ET"
NUVA,"Nuvasive Inc",54.84,0.49,+0.90%,54.29,54.98,53.77,200766,"11:23 ET"
NVAX,"Novavax Inc",87.11,3.5,+4.19%,85,89.5,81.01,3247608,"11:25 ET"
NVCR,"Novocure Ltd Ord Sh",58.04,0.34,+0.59%,57.9,58.63,57.46,171636,"11:25 ET"
NVDA,"Nvidia Corp",378.73,10.73,+2.92%,372.56,380.38,370.27,3602832,"11:25 ET"
NVMI,"Nova Measuring Instr",47.88,1.31,+2.81%,46.91,48.09,46.85,35680,"11:07 ET"
NWBI,"Northwest Bancshares",10.27,0.26,+2.60%,9.94,10.28,9.94,101728,"11:25 ET"
NWL,"Newell Rubbermaid Inc",15.69,0.1,+0.64%,15.56,15.72,15.34,418258,"11:25 ET"
NWLI,"Natl Wstrn Life Gp A",198.56,3.2,+1.64%,193.42,198.56,193.42,2348,"10:54 ET"
NWS,"News Cp Cl B",11.76,0.029999999999999,+0.26%,11.7,11.79,11.63,40144,"11:23 ET"
NWSA,"News Cp Cl A",11.7,0.049999999999999,+0.43%,11.68,11.74,11.6,306573,"11:23 ET"
NXGN,"Nextgen Healthcare Inc",10.95,0.21,+1.96%,10.66,10.97,10.56,26497,"11:23 ET"
NXPI,"Nxp Semiconductors",114.17,2.59,+2.32%,113.35,114.79,111.35,692178,"11:24 ET"
NXST,"Nexstar Broadcasting",83.3,-0.39,-0.47%,83.69,84.51,82.76,55420,"11:22 ET"
NXTC,"Nextcure Inc",22.23,0.039999999999999,+0.18%,22.27,22.3,21.64,43593,"11:16 ET"
NYMT,"New York Mtge Trust",2.64,-0.04,-1.49%,2.59,2.66,2.56,1086482,"11:23 ET"
OCFC,"Oceanfirst Finl Corp",17.55,0.52,+3.05%,16.88,17.6,16.88,37354,"11:23 ET"
ODFL,"Old Dominion Freight Line Inc.",168.6,3.93,+2.39%,165.17,168.81,164.76,166773,"11:25 ET"
ODP,"Office Depot",2.31,0.05,+2.21%,2.5,12.35,2.19,5696486,"11:24 ET"
OFIX,"Orthofix Intl NV",31.87,0.83,+2.67%,30.93,31.87,30.93,8825,"11:17 ET"
OFLX,"Omega Flex Inc",105.79,1.28,+1.22%,104.51,105.79,103.12,1494,06/30/20
OKTA,"Okta Inc Cl A",198.72,-1.12,-0.56%,195,199.82,193.06,563362,"11:24 ET"
OLED,"Universal Display",150.67,3.79,+2.58%,147.33,150.8,145.04,81893,"11:25 ET"
OLLI,"Ollies Bargain CS",98.76,-0.28999999999999,-0.29%,99.6,100.19,97.86,323268,"11:23 ET"
OMCL,"Omnicell Inc",70.29,1.64,+2.39%,68.39,70.36,68.01,47285,"11:23 ET"
ON,"On Semiconductor",19.84,0.32,+1.64%,19.59,19.95,19.5,2261597,"11:25 ET"
ONB,"Old National Bncp",13.85,0.33,+2.44%,13.29,13.88,13.29,184074,"11:24 ET"
ONEM,"1Life Healthcare Inc",34.72,1.99,+6.08%,33.18,34.72,32.97,467893,"11:25 ET"
OPCH,"Option Care Health Inc",13.56,0.09,+0.67%,13.32,13.56,13.07,29894,"11:23 ET"
OPI,"Office Properties Income Trust",26.5,0.4,+1.53%,25.94,26.61,25.25,14102,"11:16 ET"
OPK,"Opko Health Inc",3.28,0.33,+11.19%,3,3.31,2.97,7685806,"11:23 ET"
OPTN,"Optinose Inc",7.52,1.1,+17.13%,7.73,8.7,7.25,381683,"11:25 ET"
ORGO,"Organogenesis Holdings Inc",3.89,0.07,+1.83%,3.8,3.95,3.76,24353,"11:21 ET"
ORLY,"O'Reilly Automotive",421.75,-0.63999999999999,-0.15%,419.76,421.95,417.87,85184,"11:23 ET"
OSIS,"O S I Systems Inc",74.54,0.7,+0.95%,73.29,74.54,73.29,14419,"11:24 ET"
OTTR,"Otter Tail Corp",39.08,0.51,+1.32%,38.42,39.19,38.23,13448,"11:16 ET"
OVID,"Ovid Therapeutics Inc",7.44,-0.24,-3.12%,7.62,7.88,7.44,379114,"11:23 ET"
OZK,"Bank Ozk",23.17,0.61,+2.70%,22.51,23.21,22.51,246736,"11:23 ET"
PAAS,"Pan Amer Silver Corp",30.27,2.07,+7.34%,28.16,30.35,28.03,1555617,"11:25 ET"
PACB,"Pacific Biosciences",3.45,-0.01,-0.29%,3.44,3.52,3.42,241045,"11:23 ET"
PACW,"Pacwest Bancorp",19.55,0.65,+3.44%,18.6,19.64,18.6,330449,"11:24 ET"
PATK,"Patrick Inds Inc",60.05,1.73,+2.97%,58.21,60.19,56.62,26569,"11:10 ET"
PAYX,"Paychex Inc",74.98,1.26,+1.71%,73.6,75.04,73.3,486318,"11:25 ET"
PBCT,"People's United Finl",11.48,0.17,+1.50%,11.19,11.58,11.15,1129425,"11:25 ET"
PCAR,"Paccar Inc",74.27,0.58999999999999,+0.80%,73.04,74.39,72.79,214338,"11:25 ET"
PCH,"Potlatch Cp",38.51,0.78,+2.07%,37.55,38.61,37.53,65260,"11:23 ET"
PCRX,"Pacira Pharm Inc",52.24,0.22,+0.42%,51.9,53.07,51.06,199569,"11:23 ET"
PCTY,"Paylocity Hld Corp",144.79,5.23,+3.75%,138.95,144.83,138.95,85661,"11:24 ET"
PDCE,"Pdc Energy Inc",12.02,0.02,+0.17%,11.82,12.09,11.58,352889,"11:25 ET"
PDCO,"Patterson Companies",22.26,-0.24,-1.07%,22.5,22.64,22.15,244565,"11:24 ET"
PDD,"Pinduoduo Inc ADR",87.4,-0.069999999999993,-0.08%,88.82,90.48,85.37,3547380,"11:25 ET"
PEGA,"Pegasystems Inc",100.62,3.06,+3.14%,98.03,100.62,97.92,58183,"11:21 ET"
PEIX,"Pacific Ethanol Inc",0.6857,0.0301,+4.59%,0.689,0.7,0.6603,163222,"11:08 ET"
PENN,"Penn Natl Gaming Inc",30.84,1.06,+3.56%,29.3,31.4,29.06,4996789,"11:25 ET"
PEP,"Pepsico Inc",132.09,1.01,+0.77%,131.83,132.38,130.8,886239,"11:25 ET"
PFBC,"Preferred Bank LA",42.54,0.84,+2.01%,41.9,42.96,41.53,10215,"11:23 ET"
PFG,"Principal Financial Group Inc",41.28,0.93,+2.30%,39.87,41.36,39.8,433248,"11:25 ET"
PFIS,"Peoples Finl Svcs Company",37.4,0.66,+1.80%,37.3,37.52,37.3,738,"11:16 ET"
PFPT,"Proofpoint Inc",110.16,1.96,+1.81%,108.39,110.93,107.45,124625,"11:24 ET"
PGEN,"Precigen Inc.",4.97,0.09,+1.84%,4.8,5.04,4.77,469002,"11:23 ET"
PGNY,"Progyny Inc",25.52,1.12,+4.59%,24.08,25.64,23.95,131722,"11:24 ET"
PINC,"Premier Inc Cl A",34.06,0.5,+1.49%,33.47,34.13,33.47,85105,"11:25 ET"
PLAY,"Dave & Buster's Ente",13.43,0.29,+2.21%,13.09,13.43,12.61,2989150,"11:25 ET"
PLCE,"Children's Place Inc",37.98,-0.11000000000001,-0.29%,36.44,38.37,36.1,142336,"11:25 ET"
PLMR,"Palomar Holdings Inc",84.36,2.39,+2.92%,82.51,84.57,82.3,32651,"11:24 ET"
PLUS,"Eplus Inc",71.98,0.52000000000001,+0.73%,71.19,72.93,70.99,3846,"11:23 ET"
PLXS,"Plexus Cp",70.53,1.15,+1.66%,69.12,70.66,69,30526,"11:23 ET"
PLYA,"Playa Hotels & Resorts N.V.",3.62,-0.03,-0.82%,3.62,3.66,3.49,245430,"11:23 ET"
PNFP,"Pinnacle Finl Ptnrs",41.91,0.81,+1.97%,41.17,42.36,39.71,109493,"11:24 ET"
PNTG,"The Pennant Group Inc",22.2,-0.17,-0.76%,22.17,22.91,21.84,10251,"11:15 ET"
PODD,"Insulet Corp",188.3,1.33,+0.71%,187,188.84,185.37,53293,"11:24 ET"
POOL,"Pool Corp",271.09,5.3,+1.99%,265.46,271.09,265.06,32801,"11:23 ET"
POWI,"Power Integratn",118.68,2.86,+2.47%,116.43,119.02,116.43,27828,"11:23 ET"
PPBI,"Pacific Premier Bncp",21.61,0.56,+2.66%,20.85,21.72,20.67,70243,"11:23 ET"
PPC,"Pilgrim's Pride",16.9,0.59,+3.62%,16.29,17.02,16.27,311218,"11:24 ET"
PPD,"Ppd Inc",26.9,0.6,+2.28%,26.3,26.9,26.01,36655,"11:18 ET"
PRAA,"Pra Group Inc",38.64,0.88,+2.33%,37.68,38.74,37.5,40055,"11:25 ET"
PRAH,"Pra Health",96.63,2.68,+2.85%,93.48,96.63,93.48,30105,"11:23 ET"
PRDO,"Perdoceo Education Corp.",16.14,0.46,+2.93%,15.66,16.17,15.66,77623,"11:25 ET"
PRFT,"Perficient Inc",36.15,0.83,+2.35%,35.29,36.15,35.04,53670,"11:24 ET"
PRGS,"Progress Software",39.19,0.25,+0.64%,38.74,39.43,38.74,58322,"11:24 ET"
PRIM,"Primoris Services Cp",17.64,0.1,+0.57%,17.42,17.64,17.18,30425,"11:20 ET"
PRNB,"Principia Biopharma Inc",56.63,0.35,+0.62%,55.9,56.8,55.03,116896,"11:18 ET"
PRQR,"Proqr Therapeutics",6.1,0.02,+0.33%,6.08,6.11,5.8,25216,"11:22 ET"
PRTA,"Prothena Corp",10.26,-0.0099999999999998,-0.10%,10.22,10.51,9.98,19563,"11:22 ET"
PRTK,"Paratek Pharma Inc",5.25,0.14,+2.74%,5.12,5.39,5.08,415508,"11:21 ET"
PS,"Pluralsight Inc Cl A",17.76,0.41,+2.36%,17.61,17.95,17.36,215318,"11:22 ET"
PSMT,"Pricesmart Inc",60.74,0.6,+1.00%,60.14,60.85,58.7,11717,"11:09 ET"
PTC,"Ptc Inc",77.57,1.13,+1.48%,76.57,77.63,75.74,124215,"11:25 ET"
PTCT,"Ptc Therapeutics",50.35,-0.29,-0.57%,50,51,49.21,248891,"11:19 ET"
PTEN,"Patterson-Uti Energy",3.37,-0.09,-2.60%,3.41,3.41,3.28,1052324,"11:25 ET"
PTON,"Peloton Interactive Inc",58.14,0.93,+1.63%,56.24,59.11,55.37,2878070,"11:25 ET"
PUB,"Peoples Utah",22.03,0.080000000000002,+0.36%,21.92,22.27,21.92,4769,"11:06 ET"
PYPL,"Paypal Holdings",171.72,3.37,+2.00%,170.7,172.15,169,1602784,"11:25 ET"
PZZA,"Papa John's Intl",78.31,-0.069999999999993,-0.09%,78.82,78.82,75.76,263756,"11:23 ET"
QCOM,"Qualcomm Inc",91.21,2.2,+2.47%,89.2,91.93,88.98,3244924,"11:25 ET"
QDEL,"Quidel Cp",220,9.57,+4.55%,211.38,220.23,211.38,267423,"11:24 ET"
QIWI,"Qiwi Plc ADR",17.29,-0.12,-0.69%,17.02,17.33,17.02,63422,"11:24 ET"
QLYS,"Qualys Inc",103.35,2.52,+2.50%,101.47,103.43,99.01,89077,"11:23 ET"
QRTEA,"Qurate Retail Group",9.42,0.15,+1.62%,9.2,9.47,9.17,366399,"11:25 ET"
QRVO,"Qorvo Inc",110.19,2.76,+2.57%,107.92,110.31,107.18,295950,"11:24 ET"
QTT,"Qutoutiao Inc ADR",2.94,0.09,+3.16%,2.81,2.95,2.8,308419,"11:25 ET"
QURE,"Uniqure N.V.",45.34,-0.38999999999999,-0.85%,45.51,46.6,44.65,145709,"11:23 ET"
RARE,"Ultragenyx Pharmaceu",76.25,2.59,+3.52%,73.17,76.47,72.43,78149,"11:23 ET"
RAVN,"Raven Industries Inc",21.34,0.34,+1.62%,20.92,21.41,19.93,17442,"11:18 ET"
RBCAA,"Republic Bancorp Inc",32.53,0.47,+1.47%,31.7,32.69,31.7,3343,"11:09 ET"
RCII,"Rent-A-Center Inc",28.19,1.06,+3.91%,27.1,28.19,27.05,83797,"11:21 ET"
RCKT,"Rocket Pharmaceuticals Inc",20.8,-0.29,-1.38%,21.06,21.48,20.31,189851,"11:21 ET"
RCM,"R1 Rcm Inc",10.98,0.13,+1.20%,10.8,10.99,10.67,150861,"11:23 ET"
RDFN,"Redfin Corp",41.62,2.26,+5.74%,39.4,41.7,39.39,367785,"11:23 ET"
RDWR,"Radware Ltd",23.51,0.25,+1.07%,23.5,23.54,23.19,17592,"11:22 ET"
REAL,"The Realreal Inc",12.75,-0.08,-0.62%,12.87,12.89,12.56,357316,"11:24 ET"
REG,"Regency Centers Corp",46.52,0.7,+1.53%,45.96,46.62,45.26,81169,"11:23 ET"
REGN,"Regeneron Pharmaceuticals",616.11,5.24,+0.86%,621.93,621.93,610.86,127662,"11:25 ET"
REPL,"Replimune Group Inc",25.93,0.85,+3.39%,25.08,25.94,24.65,8610,"11:21 ET"
RETA,"Reata Pharma",154.08,0.15000000000001,+0.10%,154.57,156.02,152.12,48536,"11:16 ET"
REYN,"Reynolds Consumer Products Inc",34.8,0.26,+0.75%,34.46,34.88,34.3,29371,"11:23 ET"
RGEN,"Repligen Cp",120.89,1.8,+1.51%,119.82,122.69,119.09,175198,"11:24 ET"
RGLD,"Royal Gold Inc",123.26,2.93,+2.43%,120.18,123.49,119.21,70253,"11:24 ET"
RGNX,"Regenxbio Inc",37.09,0.13,+0.35%,36.88,37.38,36.48,55553,"11:24 ET"
RMBS,"Rambus Inc",15.11,0.47,+3.21%,14.69,15.12,14.67,97382,"11:25 ET"
RMR,"The Rmr Grp A",29.6,-0.38,-1.27%,29.86,29.9,28.75,20890,"11:23 ET"
RNST,"Renasant Corp",24.78,0.66,+2.74%,23.99,24.8,23.76,45786,"11:20 ET"
ROCK,"Gibraltar Ind Inc",48.55,1.15,+2.43%,47.16,48.7,47.16,20607,"11:23 ET"
ROIC,"Retail Opp Invts Cp",11.62,0.069999999999999,+0.61%,11.43,11.76,11.33,309668,"11:24 ET"
ROKU,"Roku Inc",117.33,2.28,+1.98%,115.1,117.68,113.88,2430266,"11:25 ET"
ROLL,"RBC Bearings Incorp",133.46,2.06,+1.57%,130.65,135.4,129.05,24612,"11:16 ET"
ROSE,"Rosehill Resources Inc",0.75,-0.0178,-2.32%,0.74,0.7759,0.72,59907,"11:10 ET"
ROST,"Ross Stores Inc",84.95,-0.28999999999999,-0.34%,85.01,85.25,83.78,967563,"11:25 ET"
RP,"Realpage Inc",64.73,0.22,+0.34%,63.96,64.88,63.91,230523,"11:24 ET"
RPD,"Rapid7 Inc",50.86,1.05,+2.11%,49.81,50.86,49.52,59650,"11:22 ET"
RRR,"Red Rock Resorts Inc",11,0.22,+2.04%,10.6,11.06,10.51,534349,"11:23 ET"
RUBY,"Rubius Therapeutics Inc",6.38,0.06,+0.95%,6.21,6.45,6.17,33830,"11:23 ET"
RUN,"Sunrun Inc",19.73,0.21,+1.08%,19.41,19.8,19.19,241604,"11:23 ET"
RUSHA,"Rush Entpr Cl A",40.78,0.41,+1.02%,40.32,40.79,39.96,8497,"11:20 ET"
RVMD,"Revolution Medicines Inc",30.61,0.059999999999999,+0.20%,30.99,30.99,30,8570,"11:24 ET"
RVNC,"Revance Therapeutics",25.15,-0.42,-1.64%,25.54,26.06,24.33,402295,"11:24 ET"
RYAAY,"Ryanair Hlds Plc",66.61,-0.95999999999999,-1.42%,66.65,66.92,65.79,73765,"11:24 ET"
SABR,"Sabre Corp",8.13,0.19,+2.39%,7.84,8.2,7.75,1663307,"11:24 ET"
SAEX,"Saexploration Hlds",1.1,-0.07,-5.98%,1.15,1.15,1.06,8155,06/30/20
SAFM,"Sanderson Farms IN",116.75,2.15,+1.88%,114.02,117.92,114.02,64371,"11:22 ET"
SAFT,"Safety Ins Group Inc",76.64,-0.099999999999994,-0.13%,76.51,77.76,76.14,5303,"11:16 ET"
SAGE,"Sage Therapeutic Com",41.92,0.15,+0.36%,41.7,42.02,41.1,128027,"11:21 ET"
SAIA,"Saia Inc",109.02,0.060000000000002,+0.06%,109.12,110.4,106.82,56304,"11:24 ET"
SANM,"Sanmina Corp",25.24,0.22,+0.88%,24.95,25.34,24.71,30698,"11:22 ET"
SASR,"Sandy Spring Bancorp",24.35,-0.18,-0.73%,24.17,24.45,23.65,46092,"11:20 ET"
SATS,"Echostar Corp",27.66,-0.29,-1.04%,27.89,28.08,27.2,33060,"11:25 ET"
SBAC,"SBA Communications",296.6,7.42,+2.57%,289.68,298.11,289.56,132083,"11:22 ET"
SBCF,"Seacoast Banking Cp",20.11,0.28,+1.41%,19.52,20.19,19.48,34843,"11:25 ET"
SBGI,"Sinclair Brdcst A",18.33,0.61,+3.44%,17.61,18.41,17.35,327537,"11:25 ET"
SBLK,"Star Bulk Carriers",6.63,0.03,+0.45%,6.57,6.68,6.31,200273,"11:24 ET"
SBNY,"Signature Bank",106.43,1.72,+1.64%,103.56,106.5,103.22,56650,"11:20 ET"
SBRA,"Sabra REIT",14.79,0.43,+2.99%,14.24,14.82,14.07,308874,"11:24 ET"
SBSI,"Southside Bancshares",27.75,0.44,+1.61%,27.22,27.78,27.22,10625,"11:25 ET"
SBUX,"Starbucks Corp",73.63,0.14999999999999,+0.20%,73.58,73.88,73.11,2183696,"11:24 ET"
SCHL,"Scholastic Cp",30.15,0.14,+0.47%,30.01,30.38,29.78,8036,"11:22 ET"
SCOR,"Comscore Inc",3.05,0.02,+0.66%,3.01,3.06,2.97,20612,"11:16 ET"
SCSC,"Scansource Inc",23.99,0.28,+1.18%,23.58,24.09,23.45,6558,"11:20 ET"
SDC,"Smiledirectclub Inc",7.76,0.05,+0.65%,7.68,7.77,7.48,1236286,"11:23 ET"
SDGR,"Schrodinger Inc",88.65,2.65,+3.08%,87.69,89.23,86,218068,"11:24 ET"
SECO,"Secoo Holding ADR",3.11,0.09,+2.98%,2.98,3.16,2.98,143107,"11:11 ET"
SEDG,"Solaredge Tech",137.27,0.21000000000001,+0.15%,136.39,139.28,136.01,254959,"11:21 ET"
SEIC,"Sei Investments Company",54.18,1.13,+2.13%,52.87,54.24,52.87,89817,"11:25 ET"
SFBS,"Servisfirst Bancs",35.67,1.13,+3.27%,34.13,35.76,34.13,52988,"11:25 ET"
SFET,"Safe-T Group Ltd ADR",1.6888,-0.0612,-3.50%,1.72,1.72,1.64,275558,"11:09 ET"
SFIX,"Stitch Fix Inc",24.9,-0.020000000000003,-0.08%,24.56,25.19,24.21,810437,"11:23 ET"
SFM,"Sprouts Farmers Mark",25.65,-0.26,-1.00%,26,26.2,25.63,541745,"11:24 ET"
SFNC,"Simmons First Natl",16.99,0.66,+4.04%,16.16,17.04,16.06,158108,"11:24 ET"
SGEN,"Seattle Genetics Inc",166.02,1.65,+1.00%,167.5,171.06,164.09,583017,"11:23 ET"
SGMO,"Sangamo Therapeutics",8.9,0.13,+1.48%,8.73,8.9,8.66,303335,"11:24 ET"
SGMS,"Scientific Games",15.48,0.25,+1.64%,15.51,16,14.71,279734,"11:23 ET"
SHEN,"Shenandoah Telecom",49.46,0.23,+0.47%,49.21,49.48,48.94,14239,"11:23 ET"
SHOO,"Steven Maddens Ltd",24.83,-0.039999999999999,-0.16%,24.77,24.99,24.16,96798,"11:23 ET"
SIGI,"Selective Ins Group",52.72,0.31,+0.59%,52.14,52.81,52.01,29362,"11:23 ET"
SILK,"Silk Road Medical Inc",41.19,1.69,+4.28%,39.37,41.19,39.37,35203,"11:25 ET"
SIMO,"Silicon Motion Techn",48.12,1.23,+2.62%,47.2,48.5,46.91,75118,"11:24 ET"
SINA,"Sina Corp",36.04,0.13,+0.36%,35.73,36.07,35.41,122921,"11:25 ET"
SIRI,"Sirius XM Holdings",5.83,0.13,+2.28%,5.69,5.84,5.65,11058992,"11:25 ET"
SIVB,"Svb Financial Group",212.14,5.25,+2.54%,206.88,213,205.63,117661,"11:24 ET"
SKYW,"Skywest Inc",32.48,-0.38,-1.16%,32.33,32.85,31.29,87467,"11:24 ET"
SLAB,"Silicon Labs Inc",99.67,2.99,+3.09%,96.56,99.69,96.01,42324,"11:25 ET"
SLDB,"Solid Biosciences Inc",3.1,-0.0099999999999998,-0.32%,3.11,3.22,3.03,76579,"11:19 ET"
SLGN,"Silgan Holdings",32.24,0.47,+1.48%,31.8,32.24,31.72,53097,"11:24 ET"
SLM,"SLM Corp",7.05,0.1,+1.44%,6.91,7.09,6.86,1211575,"11:24 ET"
SLS,"Sellas Life Sciences Group Inc",3.05,-0.1,-3.17%,3.15,3.17,3.05,60830,"11:19 ET"
SMCI,"Super Micro Computer",28.06,-0.18,-0.64%,28.49,28.56,27.66,218589,"11:21 ET"
SMPL,"The Simply Good Foods Company",18.57,-0.27,-1.43%,18.83,18.85,18.34,224563,"11:23 ET"
SMTC,"Semtech Corp",52.02,1.26,+2.48%,50.67,52.02,49.51,83966,"11:23 ET"
SNBR,"Sleep Number Corp",41.85,-1.08,-2.52%,42.56,44.99,41,132762,"11:25 ET"
SND,"Smart Sand Inc",1.09,0.01,+0.93%,1.1,1.1,1.07,25748,"11:10 ET"
SNPS,"Synopsys Inc",192.55,2.83,+1.49%,188.83,192.71,188.36,146811,"11:23 ET"
SNY,"Sanofi-Aventis S.A.",51.05,-0.030000000000001,-0.06%,50.59,51.05,50.5,259914,"11:22 ET"
SONO,"Sonos Inc",14.59,0.16,+1.11%,14.37,14.78,14.22,1476740,"11:25 ET"
SP,"SP Plus Corp",20.38,1.25,+6.53%,19.08,20.38,18.96,56932,"11:22 ET"
SPLK,"Splunk Inc",197.52,3.02,+1.55%,194.92,197.58,192.67,361386,"11:25 ET"
SPNS,"Sapiens Intl Cp NV",27.14,0.66,+2.49%,26.49,27.25,26.3,60016,"11:13 ET"
SPSC,"Sps Commerce Inc",75.1,0.34999999999999,+0.47%,74.55,75.46,73.63,53519,"11:24 ET"
SPWR,"Sunpower Corp",7.92,0.45,+6.02%,7.46,8.16,7.46,2130361,"11:24 ET"
SQBG,"Sequential Brands",0.2269,0.0169,+8.05%,0.212,0.236,0.202,1577813,"11:17 ET"
SRCE,"1st Source Corp",35.35,0.62,+1.79%,34.78,35.92,34.61,16578,"11:25 ET"
SRCL,"Stericycle Inc",55.33,0.07,+0.13%,55.09,55.55,54.66,58976,"11:23 ET"
SRPT,"Sarepta Therapeutics",158.54,-4.17,-2.56%,160.45,161,158.09,202676,"11:23 ET"
SSB,"South State Cp",47.59,0.57,+1.21%,46.46,47.9,46.46,67441,"11:25 ET"
SSNC,"SS&C Technologies",55.45,0.060000000000002,+0.11%,55.07,55.6,54.75,229155,"11:25 ET"
SSYS,"Stratasys Ltd",16.03,0.31,+1.97%,15.72,16.18,15.69,217782,"11:24 ET"
STAA,"Staar Surgical Company",60.81,-0.57,-0.93%,60.99,62.28,59.92,138958,"11:25 ET"
STAY,"Extended Stay America Inc",11.22,-0.050000000000001,-0.45%,11.2,11.22,11.01,472394,"11:25 ET"
STBA,"S&T Bancorp Inc",23.95,0.95,+4.13%,22.75,24.23,22.75,52027,"11:23 ET"
STFC,"State Auto Finl Corp",17.95,0.28,+1.58%,17.62,18.08,17.61,3211,"11:17 ET"
STLD,"Steel Dynamics Inc",26.31,0.57,+2.21%,25.7,26.36,25.54,290747,"11:25 ET"
STMP,"Stamps.com Inc",182.05,4.8,+2.71%,177.68,182.6,176.35,51221,"11:22 ET"
STNE,"Stoneco Ltd Cl A",38.81,0.61,+1.60%,37.97,38.95,37.89,234061,"11:24 ET"
STRA,"Strayer Education",154.1,0.43000000000001,+0.28%,152.48,154.95,152.36,35457,"11:21 ET"
STX,"Seagate Tech Ord Shs",48.8,1.04,+2.18%,47.99,48.8,47.87,772961,"11:23 ET"
SUPN,"Supernus Pharm",23.05,-0.22,-0.95%,23.07,23.26,22.83,60939,"11:25 ET"
SVC,"Service Properties Trust",7.41,0.05,+0.68%,7.26,7.57,7.18,644176,"11:25 ET"
SVMK,"Svmk Inc",23.49,0.49,+2.13%,23.01,23.52,22.89,127438,"11:24 ET"
SVRA,"Savara Inc",2.53,-0.17,-6.30%,2.67,2.67,2.45,246708,"11:23 ET"
SWAV,"Shockwave Medical Inc",46.31,0.010000000000005,+0.02%,45.93,46.71,45.51,46401,"11:21 ET"
SWKS,"Skyworks Solutions",128.16,2.16,+1.71%,125.94,128.39,125.42,505128,"11:24 ET"
SWTX,"Springworks Therapeutics Inc",40.43,-1.57,-3.74%,41.75,41.75,39.44,23624,"11:22 ET"
SYBT,"Stock Yards Bancorp",40.49,0.67,+1.68%,39.55,40.54,39.1,21363,"11:23 ET"
SYBX,"Synlogic Inc",2.02,0.02,+1.00%,2,2.02,1.98,33932,"11:17 ET"
SYKE,"Sykes Enterprises",27.78,0.47,+1.72%,27.33,27.78,27.19,13466,"11:25 ET"
SYNA,"Synaptics Inc",59.52,0.84,+1.43%,58.75,59.79,58.18,108899,"11:24 ET"
SYNH,"Syneos Health Inc",58.11,0.52,+0.90%,57.68,58.39,57.04,83285,"11:17 ET"
TBPH,"Theravance Bio Ord",20.97,0.33,+1.60%,20.62,21.01,20.39,47063,"11:23 ET"
TCBI,"Texas Capital Bncsh",30.17,1.17,+4.03%,28.92,30.37,28.74,74016,"11:23 ET"
TCBK,"Trico Bancshares",30.03,0.69,+2.35%,29.16,30.08,29.16,8642,"11:20 ET"
TCDA,"Tricida Inc",26.13,0.58,+2.27%,25.45,26.25,25.23,94936,"11:18 ET"
TCF,"TCF Financial Corp",29.24,0.69,+2.42%,28.17,29.3,27.79,89726,"11:23 ET"
TCMD,"Tactile Systems Technology Inc",41.74,0.47,+1.14%,41.32,41.8,41.14,16797,"11:20 ET"
TCOM,"Trip.com Group Ltd",26.18,0.1,+0.38%,26,26.18,25.81,736443,"11:25 ET"
TCRR,"Tcr2 Therapeutics Inc",15.3,-0.29,-1.86%,15.57,15.77,15.27,14643,"11:23 ET"
TCX,"Tucows Inc Cl A",56.31,0.37,+0.66%,55.78,56.39,55.78,4362,"10:57 ET"
TEAM,"Atlassian Cls A Ord",179.36,4.23,+2.42%,176.04,179.51,175.09,214518,"11:23 ET"
TECD,"Tech Data Cp",144.9,0.28999999999999,+0.20%,144.9,145.4,144.72,3111700,06/29/20
TECH,"Bio-Techne Cp",257.82,4.01,+1.58%,255.69,257.82,247.51,25097,"11:24 ET"
TELL,"Tellurian Inc",1.11,-0.02,-1.77%,1.13,1.15,1.09,787210,"11:24 ET"
TENB,"Tenable Holdings Inc",29.57,0.41,+1.41%,29.13,29.62,29.03,50377,"11:23 ET"
TER,"Teradyne Inc",84.2,1.37,+1.65%,83.61,84.6,82.16,539024,"11:25 ET"
TERP,"Terraform Power Inc",18.38,0.28,+1.55%,18.17,18.42,18.07,40097,"11:25 ET"
TEUM,"Pareteum Corp",0.615,-0.005,-0.81%,0.65,0.65,0.6,275304,"11:14 ET"
TFSL,"Tfs Financial Corp",14.31,0.11,+0.77%,14.08,14.4,14.08,38988,"11:18 ET"
TGTX,"Tg Therapeuticscmn",18.73,0.15,+0.81%,18.42,18.74,18.2,221298,"11:24 ET"
THFF,"First Finl Corp [In]",36.6,0.4,+1.10%,35.87,36.65,35.87,15017,"11:19 ET"
THRM,"Gentherm Inc",38.96,0.39,+1.01%,38.41,38.97,38.26,18012,"11:24 ET"
