Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"MSFT","MICROSOFT CORP","Equity","4.94","198.44","2,287,567.00","453,944,795.48","453,944,795.48","Information Technology","2588173","US5949181045","NASDAQ"
"AAPL","APPLE INC","Equity","4.92","361.78","1,249,401.00","452,008,293.78","452,008,293.78","Information Technology","2046251","US0378331005","NASDAQ"
"AMZN","AMAZON COM INC","Equity","3.78","2,680.38","129,530.00","347,189,621.40","347,189,621.40","Consumer Discretionary","2000019","US0231351067","NASDAQ"
"FB","FACEBOOK CLASS A INC","Equity","1.76","220.64","733,535.00","161,847,162.40","161,847,162.40","Communication","B7TL820","US30303M1027","NASDAQ"
"GOOGL","ALPHABET INC CLASS A","Equity","1.39","1,397.17","91,701.00","128,121,886.17","128,121,886.17","Communication","BYVY8G0","US02079K3059","NASDAQ"
"GOOG","ALPHABET INC CLASS C","Equity","1.37","1,394.97","90,517.00","126,268,499.49","126,268,499.49","Communication","BYY88Y7","US02079K1079","NASDAQ"
"JNJ","JOHNSON & JOHNSON","Equity","1.22","139.04","805,523.00","111,999,917.92","111,999,917.92","Health Care","2475833","US4781601046","New York Stock Exchange Inc."
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Equity","1.15","177.19","595,564.00","105,527,985.16","105,527,985.16","Financials","2073390","US0846707026","New York Stock Exchange Inc."
"V","VISA INC CLASS A","Equity","1.07","191.38","515,776.00","98,709,210.88","98,709,210.88","Information Technology","B2PZN04","US92826C8394","New York Stock Exchange Inc."
"PG","PROCTER & GAMBLE","Equity","0.95","117.66","744,432.00","87,589,869.12","87,589,869.12","Consumer Staples","2704407","US7427181091","New York Stock Exchange Inc."
"JPM","JPMORGAN CHASE & CO","Equity","0.94","93.00","925,286.00","86,051,598.00","86,051,598.00","Financials","2190385","US46625H1005","New York Stock Exchange Inc."
"UNH","UNITEDHEALTH GROUP INC","Equity","0.91","289.76","288,375.00","83,559,540.00","83,559,540.00","Health Care","2917766","US91324P1021","New York Stock Exchange Inc."
"HD","HOME DEPOT INC","Equity","0.88","246.12","328,149.00","80,764,031.88","80,764,031.88","Consumer Discretionary","2434209","US4370761029","New York Stock Exchange Inc."
"MA","MASTERCARD INC CLASS A","Equity","0.86","292.93","269,494.00","78,942,877.42","78,942,877.42","Information Technology","B121557","US57636Q1040","New York Stock Exchange Inc."
"INTC","INTEL CORPORATION CORP","Equity","0.82","58.27","1,294,843.00","75,450,501.61","75,450,501.61","Information Technology","2463247","US4581401001","NASDAQ"
"VZ","VERIZON COMMUNICATIONS INC","Equity","0.75","54.69","1,265,760.00","69,224,414.40","69,224,414.40","Communication","2090571","US92343V1044","New York Stock Exchange Inc."
"NVDA","NVIDIA CORP","Equity","0.72","368.00","180,333.00","66,362,544.00","66,362,544.00","Information Technology","2379504","US67066G1040","NASDAQ"
"T","AT&T INC","Equity","0.71","29.91","2,178,319.00","65,153,521.29","65,153,521.29","Communication","2831811","US00206R1023","New York Stock Exchange Inc."
"ADBE","ADOBE INC","Equity","0.68","424.20","146,949.00","62,335,765.80","62,335,765.80","Information Technology","2008154","US00724F1012","NASDAQ"
"DIS","WALT DISNEY","Equity","0.67","111.52","552,087.00","61,568,742.24","61,568,742.24","Communication","2270726","US2546871060","New York Stock Exchange Inc."
"PYPL","PAYPAL HOLDINGS INC","Equity","0.66","168.35","358,745.00","60,394,720.75","60,394,720.75","Information Technology","BYW36M8","US70450Y1038","NASDAQ"
"CSCO","CISCO SYSTEMS INC","Equity","0.65","46.15","1,297,167.00","59,864,257.05","59,864,257.05","Information Technology","2198163","US17275R1023","NASDAQ"
"MRK","MERCK & CO INC","Equity","0.64","76.12","771,722.00","58,743,478.64","58,743,478.64","Health Care","2778844","US58933Y1055","New York Stock Exchange Inc."
"NFLX","NETFLIX INC","Equity","0.63","447.24","129,876.00","58,085,742.24","58,085,742.24","Communication","2857817","US64110L1061","NASDAQ"
"XOM","EXXON MOBIL CORP","Equity","0.62","44.32","1,292,859.00","57,299,510.88","57,299,510.88","Energy","2326618","US30231G1022","New York Stock Exchange Inc."
"PEP","PEPSICO INC","Equity","0.60","131.08","423,993.00","55,577,002.44","55,577,002.44","Consumer Staples","2681511","US7134481081","NASDAQ"
"PFE","PFIZER INC","Equity","0.60","32.64","1,698,738.00","55,446,808.32","55,446,808.32","Health Care","2684703","US7170811035","New York Stock Exchange Inc."
"BAC","BANK OF AMERICA CORP","Equity","0.60","23.39","2,362,811.00","55,266,149.29","55,266,149.29","Financials","2295677","US0605051046","New York Stock Exchange Inc."
"CMCSA","COMCAST CORP CLASS A","Equity","0.59","38.94","1,384,242.00","53,902,383.48","53,902,383.48","Communication","2044545","US20030N1019","NASDAQ"
"KO","COCA-COLA","Equity","0.57","44.36","1,182,103.00","52,438,089.08","52,438,089.08","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc."
"ABBV","ABBVIE INC","Equity","0.56","96.44","538,143.00","51,898,510.92","51,898,510.92","Health Care","B92SR70","US00287Y1091","New York Stock Exchange Inc."
"WMT","WALMART INC","Equity","0.55","119.06","425,680.00","50,681,460.80","50,681,460.80","Consumer Staples","2936921","US9311421039","New York Stock Exchange Inc."
"CVX","CHEVRON CORP","Equity","0.54","87.67","571,079.00","50,066,495.93","50,066,495.93","Energy","2838555","US1667641005","New York Stock Exchange Inc."
"CRM","SALESFORCE.COM INC","Equity","0.53","183.33","264,559.00","48,501,601.47","48,501,601.47","Information Technology","2310525","US79466L3024","New York Stock Exchange Inc."
"ABT","ABBOTT LABORATORIES","Equity","0.51","89.01","528,010.00","46,998,170.10","46,998,170.10","Health Care","2002305","US0028241000","New York Stock Exchange Inc."
"TSLA","TESLA INC","Equity","0.50","1,009.35","45,173.00","45,595,367.55","45,595,367.55","Consumer Discretionary","B616C79","US88160R1014","NASDAQ"
"TMO","THERMO FISHER SCIENTIFIC INC","Equity","0.46","350.80","120,643.00","42,321,564.40","42,321,564.40","Health Care","2886907","US8835561023","New York Stock Exchange Inc."
"LLY","ELI LILLY","Equity","0.46","162.72","257,305.00","41,868,669.60","41,868,669.60","Health Care","2516152","US5324571083","New York Stock Exchange Inc."
"AMGN","AMGEN INC","Equity","0.45","231.56","179,809.00","41,636,572.04","41,636,572.04","Health Care","2023607","US0311621009","NASDAQ"
"MCD","MCDONALDS CORP","Equity","0.45","182.80","227,407.00","41,569,999.60","41,569,999.60","Consumer Discretionary","2550707","US5801351017","New York Stock Exchange Inc."
"ACN","ACCENTURE PLC CLASS A","Equity","0.45","212.72","194,707.00","41,418,073.04","41,418,073.04","Information Technology","B4BNMY3","IE00B4BNMY34","New York Stock Exchange Inc."
"COST","COSTCO WHOLESALE CORP","Equity","0.44","301.59","134,796.00","40,653,125.64","40,653,125.64","Consumer Staples","2701271","US22160K1051","NASDAQ"
"BMY","BRISTOL MYERS SQUIBB","Equity","0.43","57.80","691,588.00","39,973,786.40","39,973,786.40","Health Care","2126335","US1101221083","New York Stock Exchange Inc."
"MDT","MEDTRONIC PLC","Equity","0.40","90.26","409,750.00","36,984,035.00","36,984,035.00","Health Care","BTN1Y11","IE00BTN1Y115","New York Stock Exchange Inc."
"AVGO","BROADCOM INC","Equity","0.40","309.78","119,100.00","36,894,798.00","36,894,798.00","Information Technology","BDZ78H9","US11135F1012","NASDAQ"
"NEE","NEXTERA ENERGY INC","Equity","0.39","238.24","149,491.00","35,614,735.84","35,614,735.84","Utilities","2328915","US65339F1012","New York Stock Exchange Inc."
"NKE","NIKE INC CLASS B","Equity","0.39","95.87","370,015.00","35,473,338.05","35,473,338.05","Consumer Discretionary","2640147","US6541061031","New York Stock Exchange Inc."
"TXN","TEXAS INSTRUMENT INC","Equity","0.38","124.77","280,401.00","34,985,632.77","34,985,632.77","Information Technology","2885409","US8825081040","NASDAQ"
"UNP","UNION PACIFIC CORP","Equity","0.37","165.51","207,377.00","34,322,967.27","34,322,967.27","Industrials","2914734","US9078181081","New York Stock Exchange Inc."
"AMT","AMERICAN TOWER REIT CORP","Equity","0.37","253.80","134,739.00","34,196,758.20","34,196,758.20","Real Estate","B7FBFL2","US03027X1000","New York Stock Exchange Inc."
"LIN","LINDE PLC","Equity","0.37","211.28","160,445.00","33,898,819.60","33,898,819.60","Materials","BZ12WP8","IE00BZ12WP82","New York Stock Exchange Inc."
"PM","PHILIP MORRIS INTERNATIONAL INC","Equity","0.36","70.51","475,315.00","33,514,460.65","33,514,460.65","Consumer Staples","B2PKRQ3","US7181721090","New York Stock Exchange Inc."
"ORCL","ORACLE CORP","Equity","0.36","54.76","602,903.00","33,014,968.28","33,014,968.28","Information Technology","2661568","US68389X1054","New York Stock Exchange Inc."
"DHR","DANAHER CORP","Equity","0.36","172.38","191,233.00","32,964,744.54","32,964,744.54","Health Care","2250870","US2358511028","New York Stock Exchange Inc."
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Equity","0.35","119.75","271,383.00","32,498,114.25","32,498,114.25","Information Technology","2005973","US4592001014","New York Stock Exchange Inc."
"C","CITIGROUP INC","Equity","0.35","50.29","636,034.00","31,986,149.86","31,986,149.86","Financials","2297907","US1729674242","New York Stock Exchange Inc."
"BA","BOEING","Equity","0.35","194.49","163,352.00","31,770,330.48","31,770,330.48","Industrials","2108601","US0970231058","New York Stock Exchange Inc."
"LOW","LOWES COMPANIES INC","Equity","0.34","133.52","230,875.00","30,826,430.00","30,826,430.00","Consumer Discretionary","2536763","US5486611073","New York Stock Exchange Inc."
"HON","HONEYWELL INTERNATIONAL INC","Equity","0.33","143.24","214,481.00","30,722,258.44","30,722,258.44","Industrials","2020459","US4385161066","New York Stock Exchange Inc."
"QCOM","QUALCOMM INC","Equity","0.33","89.01","343,791.00","30,600,836.91","30,600,836.91","Information Technology","2714923","US7475251036","NASDAQ"
"WFC","WELLS FARGO","Equity","0.32","25.70","1,148,764.00","29,523,234.80","29,523,234.80","Financials","2649100","US9497461015","New York Stock Exchange Inc."
"GILD","GILEAD SCIENCES INC","Equity","0.31","74.56","383,554.00","28,597,786.24","28,597,786.24","Health Care","2369174","US3755581036","NASDAQ"
"LMT","LOCKHEED MARTIN CORP","Equity","0.30","367.50","75,585.00","27,777,487.50","27,777,487.50","Industrials","2522096","US5398301094","New York Stock Exchange Inc."
"RTX","RAYTHEON TECHNOLOGIES CORP","Equity","0.29","61.92","435,422.00","26,961,330.24","26,961,330.24","Industrials","BM5M5Y3","US75513E1010","New York Stock Exchange Inc."
"MMM","3M","Equity","0.29","155.57","171,651.00","26,703,746.07","26,703,746.07","Industrials","2595708","US88579Y1010","New York Stock Exchange Inc."
"SBUX","STARBUCKS CORP","Equity","0.29","73.48","357,018.00","26,233,682.64","26,233,682.64","Consumer Discretionary","2842255","US8552441094","NASDAQ"
"CVS","CVS HEALTH CORP","Equity","0.28","64.42","400,646.00","25,809,615.32","25,809,615.32","Health Care","2577609","US1266501006","New York Stock Exchange Inc."
"FIS","FIDELITY NATIONAL INFORMATION SERV","Equity","0.27","131.17","188,229.00","24,689,997.93","24,689,997.93","Information Technology","2769796","US31620M1062","New York Stock Exchange Inc."
"BLK","BLACKROCK INC","Equity","0.26","532.87","44,955.00","23,955,170.85","23,955,170.85","Financials","2494504","US09247X1019","New York Stock Exchange Inc."
"SPGI","S&P GLOBAL INC","Equity","0.26","321.29","73,546.00","23,629,594.34","23,629,594.34","Financials","BYV2325","US78409V1044","New York Stock Exchange Inc."
"UPS","UNITED PARCEL SERVICE INC CLASS B","Equity","0.26","109.48","215,647.00","23,609,033.56","23,609,033.56","Industrials","2517382","US9113121068","New York Stock Exchange Inc."
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Equity","0.25","509.22","45,683.00","23,262,697.26","23,262,697.26","Communication","BZ6VT82","US16119P1084","NASDAQ"
"NOW","SERVICENOW INC","Equity","0.25","394.55","58,043.00","22,900,865.65","22,900,865.65","Information Technology","B80NXX8","US81762P1021","New York Stock Exchange Inc."
"VRTX","VERTEX PHARMACEUTICALS INC","Equity","0.25","285.18","79,275.00","22,607,644.50","22,607,644.50","Health Care","2931034","US92532F1003","NASDAQ"
"MO","ALTRIA GROUP INC","Equity","0.24","39.23","568,038.00","22,284,130.74","22,284,130.74","Consumer Staples","2692632","US02209S1033","New York Stock Exchange Inc."
"INTU","INTUIT INC","Equity","0.24","287.92","76,889.00","22,137,880.88","22,137,880.88","Information Technology","2459020","US4612021034","NASDAQ"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Equity","0.24","50.58","431,293.00","21,814,799.94","21,814,799.94","Consumer Staples","B8CKK03","US6092071058","NASDAQ"
"CI","CIGNA CORP","Equity","0.23","187.55","110,541.00","20,731,964.55","20,731,964.55","Health Care","BHJ0775","US1255231003","New York Stock Exchange Inc."
"CAT","CATERPILLAR INC","Equity","0.23","125.25","165,510.00","20,730,127.50","20,730,127.50","Industrials","2180201","US1491231015","New York Stock Exchange Inc."
"D","DOMINION ENERGY INC","Equity","0.22","80.61","256,075.00","20,642,205.75","20,642,205.75","Utilities","2542049","US25746U1097","New York Stock Exchange Inc."
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Equity","0.22","162.30","126,894.00","20,594,896.20","20,594,896.20","Real Estate","BTGQCX1","US22822V1017","New York Stock Exchange Inc."
"PLD","PROLOGIS REIT INC","Equity","0.22","91.17","224,791.00","20,494,195.47","20,494,195.47","Real Estate","B44WZD7","US74340W1036","New York Stock Exchange Inc."
"ANTM","ANTHEM INC","Equity","0.22","259.27","77,077.00","19,983,753.79","19,983,753.79","Health Care","BSPHGL4","US0367521038","New York Stock Exchange Inc."
"BKNG","BOOKING HOLDINGS INC","Equity","0.22","1,593.22","12,480.00","19,883,385.60","19,883,385.60","Consumer Discretionary","BDRXDB4","US09857L1089","NASDAQ"
"ISRG","INTUITIVE SURGICAL INC","Equity","0.21","553.77","35,405.00","19,606,226.85","19,606,226.85","Health Care","2871301","US46120E6023","NASDAQ"
"GS","GOLDMAN SACHS GROUP INC","Equity","0.21","193.47","101,169.00","19,573,166.43","19,573,166.43","Financials","2407966","US38141G1040","New York Stock Exchange Inc."
"ADP","AUTOMATIC DATA PROCESSING INC","Equity","0.21","146.38","131,257.00","19,213,399.66","19,213,399.66","Information Technology","2065308","US0530151036","NASDAQ"
"BDX","BECTON DICKINSON","Equity","0.21","232.97","82,410.00","19,199,057.70","19,199,057.70","Health Care","2087807","US0758871091","New York Stock Exchange Inc."
"ZTS","ZOETIS INC CLASS A","Equity","0.21","131.98","145,175.00","19,160,196.50","19,160,196.50","Health Care","B95WG16","US98978V1035","New York Stock Exchange Inc."
"AXP","AMERICAN EXPRESS","Equity","0.21","94.52","199,715.00","18,877,061.80","18,877,061.80","Financials","2026082","US0258161092","New York Stock Exchange Inc."
"SYK","STRYKER CORP","Equity","0.20","177.52","105,956.00","18,809,309.12","18,809,309.12","Health Care","2853688","US8636671013","New York Stock Exchange Inc."
"CL","COLGATE-PALMOLIVE","Equity","0.20","72.43","257,359.00","18,640,512.37","18,640,512.37","Consumer Staples","2209106","US1941621039","New York Stock Exchange Inc."
"TJX","TJX INC","Equity","0.20","50.77","365,958.00","18,579,687.66","18,579,687.66","Consumer Discretionary","2989301","US8725401090","New York Stock Exchange Inc."
"EQIX","EQUINIX REIT INC","Equity","0.20","688.92","26,842.00","18,491,990.64","18,491,990.64","Real Estate","BVLZX12","US29444U7000","NASDAQ"
"TGT","TARGET CORP","Equity","0.20","118.57","152,636.00","18,098,050.52","18,098,050.52","Consumer Discretionary","2259101","US87612E1064","New York Stock Exchange Inc."
"DUK","DUKE ENERGY CORP","Equity","0.20","80.25","224,952.00","18,052,398.00","18,052,398.00","Utilities","B7VD3F2","US26441C2044","New York Stock Exchange Inc."
"GE","GENERAL ELECTRIC","Equity","0.20","6.80","2,654,245.00","18,048,866.00","18,048,866.00","Industrials","2380498","US3696041033","New York Stock Exchange Inc."
"REGN","REGENERON PHARMACEUTICALS INC","Equity","0.20","610.87","29,533.00","18,040,823.71","18,040,823.71","Health Care","2730190","US75886F1075","NASDAQ"
"AMD","ADVANCED MICRO DEVICES INC","Equity","0.19","50.28","356,151.00","17,907,272.28","17,907,272.28","Information Technology","2007849","US0079031078","NASDAQ"
"ATVI","ACTIVISION BLIZZARD INC","Equity","0.19","75.50","234,128.00","17,676,664.00","17,676,664.00","Communication","2575818","US00507V1098","NASDAQ"
"CME","CME GROUP INC CLASS A","Equity","0.19","162.01","108,391.00","17,560,425.91","17,560,425.91","Financials","2965839","US12572Q1058","NASDAQ"
"CB","CHUBB LTD","Equity","0.19","125.70","137,262.00","17,253,833.40","17,253,833.40","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc."
"TMUS","T MOBILE US INC","Equity","0.19","105.96","161,923.00","17,157,361.08","17,157,361.08","Communication","B94Q9V0","US8725901040","NASDAQ"
"MU","MICRON TECHNOLOGY INC","Equity","0.18","49.15","340,141.00","16,716,229.45","16,716,229.45","Information Technology","2588184","US5951121038","NASDAQ"
"SO","SOUTHERN","Equity","0.18","51.56","321,373.00","16,569,991.88","16,569,991.88","Utilities","2829601","US8425871071","New York Stock Exchange Inc."
"FISV","FISERV INC","Equity","0.18","97.01","170,426.00","16,533,026.26","16,533,026.26","Information Technology","2342034","US3377381088","NASDAQ"
"AMAT","APPLIED MATERIAL INC","Equity","0.18","59.06","279,826.00","16,526,523.56","16,526,523.56","Information Technology","2046552","US0382221051","NASDAQ"
"ITW","ILLINOIS TOOL INC","Equity","0.18","170.40","96,119.00","16,378,677.60","16,378,677.60","Industrials","2457552","US4523081093","New York Stock Exchange Inc."
"MMC","MARSH & MCLENNAN INC","Equity","0.18","105.28","154,516.00","16,267,444.48","16,267,444.48","Financials","2567741","US5717481023","New York Stock Exchange Inc."
"ILMN","ILLUMINA INC","Equity","0.18","362.31","44,803.00","16,232,574.93","16,232,574.93","Health Care","2613990","US4523271090","NASDAQ"
"APD","AIR PRODUCTS AND CHEMICALS INC","Equity","0.18","238.61","67,671.00","16,146,977.31","16,146,977.31","Materials","2011602","US0091581068","New York Stock Exchange Inc."
"CSX","CSX CORP","Equity","0.17","68.50","232,896.00","15,953,376.00","15,953,376.00","Industrials","2160753","US1264081035","NASDAQ"
"MS","MORGAN STANLEY","Equity","0.17","47.24","336,737.00","15,907,455.88","15,907,455.88","Financials","2262314","US6174464486","New York Stock Exchange Inc."
"ADSK","AUTODESK INC","Equity","0.17","232.17","66,960.00","15,546,103.20","15,546,103.20","Information Technology","2065159","US0527691069","NASDAQ"
"HUM","HUMANA INC","Equity","0.17","379.36","40,356.00","15,309,452.16","15,309,452.16","Health Care","2445063","US4448591028","New York Stock Exchange Inc."
"GPN","GLOBAL PAYMENTS INC","Equity","0.16","166.57","90,893.00","15,140,047.01","15,140,047.01","Information Technology","2712013","US37940X1028","New York Stock Exchange Inc."
"TFC","TRUIST FINANCIAL CORP","Equity","0.16","36.74","411,797.00","15,129,421.78","15,129,421.78","Financials","BKP7287","US89832Q1094","New York Stock Exchange Inc."
"USB","US BANCORP","Equity","0.16","36.35","415,030.00","15,086,340.50","15,086,340.50","Financials","2736035","US9029733048","New York Stock Exchange Inc."
"ECL","ECOLAB INC","Equity","0.16","195.62","77,080.00","15,078,389.60","15,078,389.60","Materials","2304227","US2788651006","New York Stock Exchange Inc."
"ICE","INTERCONTINENTAL EXCHANGE INC","Equity","0.16","90.40","164,874.00","14,904,609.60","14,904,609.60","Financials","BFSSDS9","US45866F1049","New York Stock Exchange Inc."
"BSX","BOSTON SCIENTIFIC CORP","Equity","0.16","34.65","429,362.00","14,877,393.30","14,877,393.30","Health Care","2113434","US1011371077","New York Stock Exchange Inc."
"NOC","NORTHROP GRUMMAN CORP","Equity","0.16","309.02","47,704.00","14,741,490.08","14,741,490.08","Industrials","2648806","US6668071029","New York Stock Exchange Inc."
"DG","DOLLAR GENERAL CORP","Equity","0.16","190.02","76,844.00","14,601,896.88","14,601,896.88","Consumer Discretionary","B5B1S13","US2566771059","New York Stock Exchange Inc."
"NEM","NEWMONT","Equity","0.16","59.54","245,120.00","14,594,444.80","14,594,444.80","Materials","2636607","US6516391066","New York Stock Exchange Inc."
"KMB","KIMBERLY CLARK CORP","Equity","0.16","139.45","103,688.00","14,459,291.60","14,459,291.60","Consumer Staples","2491839","US4943681035","New York Stock Exchange Inc."
"SHW","SHERWIN WILLIAMS","Equity","0.15","566.00","25,157.00","14,238,862.00","14,238,862.00","Materials","2804211","US8243481061","New York Stock Exchange Inc."
"PGR","PROGRESSIVE CORP","Equity","0.15","78.40","179,256.00","14,053,670.40","14,053,670.40","Financials","2705024","US7433151039","New York Stock Exchange Inc."
"LRCX","LAM RESEARCH CORP","Equity","0.15","308.46","44,489.00","13,723,076.94","13,723,076.94","Information Technology","2502247","US5128071082","NASDAQ"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Money Market","0.15","1.00","13,675,000.00","13,675,000.00","13,675,000.00","Cash and/or Derivatives","-","US0669224778","-"
"COP","CONOCOPHILLIPS","Equity","0.15","41.30","327,987.00","13,545,863.10","13,545,863.10","Energy","2685717","US20825C1045","New York Stock Exchange Inc."
"NSC","NORFOLK SOUTHERN CORP","Equity","0.15","172.68","78,157.00","13,496,150.76","13,496,150.76","Industrials","2641894","US6558441084","New York Stock Exchange Inc."
"ADI","ANALOG DEVICES INC","Equity","0.15","119.00","113,017.00","13,449,023.00","13,449,023.00","Information Technology","2032067","US0326541051","NASDAQ"
"WM","WASTE MANAGEMENT INC","Equity","0.15","103.56","128,911.00","13,350,023.16","13,350,023.16","Industrials","2937667","US94106L1098","New York Stock Exchange Inc."
"MCO","MOODYS CORP","Equity","0.15","269.11","49,588.00","13,344,626.68","13,344,626.68","Financials","2252058","US6153691059","New York Stock Exchange Inc."
"PNC","PNC FINANCIAL SERVICES GROUP INC","Equity","0.14","102.83","129,495.00","13,315,970.85","13,315,970.85","Financials","2692665","US6934751057","New York Stock Exchange Inc."
"DE","DEERE","Equity","0.14","153.71","86,106.00","13,235,353.26","13,235,353.26","Industrials","2261203","US2441991054","New York Stock Exchange Inc."
"AON","AON PLC CLASS A","Equity","0.14","188.22","70,009.00","13,177,093.98","13,177,093.98","Financials","BLP1HW5","IE00BLP1HW54","New York Stock Exchange Inc."
"BAX","BAXTER INTERNATIONAL INC","Equity","0.14","84.23","155,470.00","13,095,238.10","13,095,238.10","Health Care","2085102","US0718131099","New York Stock Exchange Inc."
"BIIB","BIOGEN INC","Equity","0.14","260.35","49,656.00","12,927,939.60","12,927,939.60","Health Care","2455965","US09062X1037","NASDAQ"
"EW","EDWARDS LIFESCIENCES CORP","Equity","0.14","67.89","188,289.00","12,782,940.21","12,782,940.21","Health Care","2567116","US28176E1082","New York Stock Exchange Inc."
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","Equity","0.14","248.56","51,005.00","12,677,802.80","12,677,802.80","Information Technology","BGSP7M9","US98980L1017","NASDAQ"
"EL","ESTEE LAUDER INC CLASS A","Equity","0.14","185.65","67,273.00","12,489,232.45","12,489,232.45","Consumer Staples","2320524","US5184391044","New York Stock Exchange Inc."
"UBER","UBER TECHNOLOGIES INC","Equity","0.13","29.63","416,451.00","12,339,443.13","12,339,443.13","Industrials","BK6N347","US90353T1007","New York Stock Exchange Inc."
"ROP","ROPER TECHNOLOGIES INC","Equity","0.13","385.64","31,614.00","12,191,622.96","12,191,622.96","Industrials","2749602","US7766961061","New York Stock Exchange Inc."
"AEP","AMERICAN ELECTRIC POWER INC","Equity","0.13","79.57","151,904.00","12,087,001.28","12,087,001.28","Utilities","2026242","US0255371017","New York Stock Exchange Inc."
"DD","DUPONT DE NEMOURS INC","Equity","0.13","52.47","224,410.00","11,774,792.70","11,774,792.70","Materials","BK0VN47","US26614N1028","New York Stock Exchange Inc."
"SCHW","CHARLES SCHWAB CORP","Equity","0.13","32.75","354,751.00","11,618,095.25","11,618,095.25","Financials","2779397","US8085131055","New York Stock Exchange Inc."
"GD","GENERAL DYNAMICS CORP","Equity","0.13","149.34","77,425.00","11,562,649.50","11,562,649.50","Industrials","2365161","US3695501086","New York Stock Exchange Inc."
"LHX","L3HARRIS TECHNOLOGIES INC","Equity","0.12","174.80","65,746.00","11,492,400.80","11,492,400.80","Industrials","BK9DTN5","US5024311095","New York Stock Exchange Inc."
"SQ","SQUARE INC CLASS A","Equity","0.12","103.68","110,279.00","11,433,726.72","11,433,726.72","Information Technology","BYNZGK1","US8522341036","New York Stock Exchange Inc."
"DLR","DIGITAL REALTY TRUST REIT INC","Equity","0.12","140.13","81,555.00","11,428,302.15","11,428,302.15","Real Estate","B03GQS4","US2538681030","New York Stock Exchange Inc."
"EA","ELECTRONIC ARTS INC","Equity","0.12","130.69","87,091.00","11,381,922.79","11,381,922.79","Communication","2310194","US2855121099","NASDAQ"
"GIS","GENERAL MILLS INC","Equity","0.12","60.74","185,235.00","11,251,173.90","11,251,173.90","Consumer Staples","2367026","US3703341046","New York Stock Exchange Inc."
"EMR","EMERSON ELECTRIC","Equity","0.12","61.38","181,690.00","11,152,132.20","11,152,132.20","Industrials","2313405","US2910111044","New York Stock Exchange Inc."
"DXCM","DEXCOM INC","Equity","0.12","398.20","27,876.00","11,100,223.20","11,100,223.20","Health Care","B0796X4","US2521311074","NASDAQ"
"CNC","CENTENE CORP","Equity","0.12","62.59","175,318.00","10,973,153.62","10,973,153.62","Health Care","2807061","US15135B1017","New York Stock Exchange Inc."
"EXC","EXELON CORP","Equity","0.12","35.99","298,229.00","10,733,261.71","10,733,261.71","Utilities","2670519","US30161N1019","NASDAQ"
"SPOT","SPOTIFY TECHNOLOGY SA","Equity","0.12","265.14","40,132.00","10,640,598.48","10,640,598.48","Communication","BFZ1K46","LU1778762911","New York Stock Exchange Inc."
"ETN","EATON PLC","Equity","0.12","86.91","122,102.00","10,611,884.82","10,611,884.82","Industrials","B8KQN82","IE00B8KQN827","New York Stock Exchange Inc."
"SRE","SEMPRA ENERGY","Equity","0.11","118.12","89,440.00","10,564,652.80","10,564,652.80","Utilities","2138158","US8168511090","New York Stock Exchange Inc."
"EBAY","EBAY INC","Equity","0.11","51.31","203,713.00","10,452,514.03","10,452,514.03","Consumer Discretionary","2293819","US2786421030","NASDAQ"
"LULU","LULULEMON ATHLETICA INC","Equity","0.11","294.35","34,654.00","10,200,404.90","10,200,404.90","Consumer Discretionary","B23FN39","US5500211090","NASDAQ"
"XEL","XCEL ENERGY INC","Equity","0.11","62.46","160,330.00","10,014,211.80","10,014,211.80","Utilities","2614807","US98389B1008","NASDAQ"
"FDX","FEDEX CORP","Equity","0.11","134.55","73,768.00","9,925,484.40","9,925,484.40","Industrials","2142784","US31428X1063","New York Stock Exchange Inc."
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Equity","0.11","289.18","33,728.00","9,753,463.04","9,753,463.04","Real Estate","BZ6TS23","US78410G1040","NASDAQ"
"WDAY","WORKDAY INC CLASS A","Equity","0.11","186.18","52,343.00","9,745,219.74","9,745,219.74","Information Technology","B8K6ZD1","US98138H1014","NASDAQ"
"GM","GENERAL MOTORS","Equity","0.11","25.30","382,305.00","9,672,316.50","9,672,316.50","Consumer Discretionary","B665KZ5","US37045V1008","New York Stock Exchange Inc."
"WBA","WALGREEN BOOTS ALLIANCE INC","Equity","0.10","42.32","223,690.00","9,466,560.80","9,466,560.80","Consumer Staples","BTN1Y44","US9314271084","NASDAQ"
"ORLY","OREILLY AUTOMOTIVE INC","Equity","0.10","422.39","22,327.00","9,430,701.53","9,430,701.53","Consumer Discretionary","B65LWX6","US67103H1077","NASDAQ"
"VEEV","VEEVA SYSTEMS INC CLASS A","Equity","0.10","230.19","40,742.00","9,378,400.98","9,378,400.98","Health Care","BFH3N85","US9224751084","New York Stock Exchange Inc."
